skill_id	skill_level	oper_type	mp_consume	cast_range	cast_style	hit_time	is_magic	ani_char	desc	icon_name	extra_eff	is_ench	ench_skill_id	hp_consume	UNK_0	UNK_1
110	149	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	150	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	151	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	152	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	153	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	154	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	155	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	156	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	157	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	158	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	159	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	160	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	161	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	162	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	163	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	164	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	165	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	166	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	167	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	168	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	169	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
110	170	1	41	-1	1	1.00000000	0	X		icon.skill0110	0	1	2	0	8	10
111	1	1	25	-1	1	1.00000000	0	X		icon.skill0111	0	0	0	0	8	10
111	2	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	0	0	0	8	10
111	101	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	102	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	103	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	104	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	105	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	106	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	107	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	108	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	109	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	110	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	111	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	112	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	113	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	114	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	115	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	116	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	117	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	118	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	119	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	120	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	121	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	122	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	123	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	124	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	125	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	126	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	127	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	128	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	129	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	130	1	50	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	141	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	142	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	143	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	144	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	145	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	146	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	147	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	148	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	149	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	150	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	151	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	152	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	153	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	154	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	155	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	156	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	157	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	158	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	159	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	160	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	161	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	162	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	163	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	164	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	165	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	166	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	167	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	168	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	169	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
111	170	1	49	-1	1	1.00000000	0	X		icon.skill0111	0	1	2	0	8	10
255	1	0	22	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	2	0	22	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	3	0	22	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	4	0	23	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	5	0	24	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	6	0	25	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	7	0	27	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	8	0	29	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	9	0	30	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	10	0	31	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	11	0	31	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	12	0	33	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	13	0	35	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	14	0	36	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
255	15	0	37	40	3	1.08000004	0	S		icon.skill0255	0	0	0	0	9	11
256	1	3	1	-1	0	0.00000000	0			icon.skill0256	0	0	0	0	-1	-1
256	101	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	102	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	103	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	104	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	105	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	106	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	107	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	108	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	109	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	110	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	111	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	112	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	113	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	114	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	115	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	116	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	117	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	118	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	119	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	120	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	121	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	122	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	123	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	124	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	125	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	126	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	127	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	128	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	129	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
256	130	3	1	-1	0	0.00000000	0			icon.skill0256	0	1	1	0	-1	-1
257	1	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	2	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	3	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	4	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	5	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	6	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	7	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	8	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	9	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	10	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	11	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	12	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	13	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	14	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	15	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	16	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	17	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	18	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	19	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	20	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	21	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	22	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	23	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	24	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	25	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	26	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	27	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	28	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	29	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	30	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	31	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	32	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	33	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	34	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	35	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	36	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	37	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	38	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	39	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	40	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	41	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	42	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	43	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	44	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
257	45	2	0	-1	0	0.00000000	0			icon.skill0257	0	0	0	0	-1	-1
1229	1	1	59	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	2	1	72	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	3	1	88	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	4	1	103	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	5	1	122	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	6	1	134	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	7	1	152	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	8	1	164	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	9	1	180	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	10	1	189	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	11	1	195	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	12	1	199	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	13	1	207	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	14	1	214	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	15	1	222	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	16	1	228	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	17	1	233	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	18	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	0	0	0	8	10
1229	101	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	102	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	103	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	104	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	105	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	106	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	107	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	108	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	109	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	110	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	111	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	112	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	113	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	114	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	115	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	116	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	117	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	118	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	119	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	120	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	121	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	122	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	123	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	124	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	125	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	126	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	127	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	128	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	129	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	130	1	239	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	141	1	236	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	142	1	233	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	143	1	231	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	144	1	228	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	145	1	227	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	146	1	225	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	147	1	222	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	148	1	220	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	149	1	217	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	150	1	216	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	151	1	213	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	152	1	211	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	153	1	208	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	154	1	206	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	155	1	203	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	156	1	202	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	157	1	200	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	158	1	197	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	159	1	195	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	160	1	192	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	161	1	191	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	162	1	188	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	163	1	186	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	164	1	183	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	165	1	181	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	166	1	180	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	167	1	177	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	168	1	175	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	169	1	172	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1229	170	1	170	-1	1	7.00000000	1	G		icon.skill1229	0	1	18	0	8	10
1	1	0	47	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	2	0	48	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	3	0	50	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	4	0	50	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	5	0	51	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	6	0	53	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	7	0	54	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	8	0	56	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	9	0	57	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	10	0	59	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	11	0	61	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	12	0	62	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	13	0	64	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	14	0	64	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	15	0	66	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	16	0	67	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	17	0	69	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	18	0	71	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	19	0	72	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	20	0	74	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	21	0	76	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	22	0	77	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	23	0	79	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	24	0	79	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	25	0	81	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	26	0	82	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	27	0	84	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	28	0	85	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	29	0	86	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	30	0	88	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	31	0	89	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	32	0	91	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	33	0	92	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	34	0	93	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	35	0	95	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	36	0	96	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	37	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	0	0	0	9	11
1	101	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	102	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	103	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	104	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	105	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	106	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	107	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	108	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	109	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	110	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	111	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	112	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	113	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	114	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	115	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	116	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	117	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	118	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	119	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	120	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	121	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	122	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	123	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	124	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	125	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	126	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	127	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
1	128	0	97	40	9	1.73300004	0	Mix05		icon.skill0001	0	1	37	0	9	11
