id	level	name	description	desc_add1	desc_add2
1128	13	a,Summon Shadow\0	a,Summons a Shadow. Requires 5 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 5 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1128	14	a,Summon Shadow\0	a,Summons a Shadow. Requires 6 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 5 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1128	15	a,Summon Shadow\0	a,Summons a Shadow. Requires 7 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 5 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1128	16	a,Summon Shadow\0	a,Summons a Shadow. Requires 9 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 5 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1128	17	a,Summon Shadow\0	a,Summons a Shadow. Requires 7 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 6 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1128	18	a,Summon Shadow\0	a,Summons a Shadow. Requires 8 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 6 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1128	101	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+1 Summon\0	u,Maximizes the servitor’s power. Servitor’s power is increased.\0
1128	102	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+2 Summon\0	a,Increases the power of the servitor.\0
1128	103	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+3 Summon\0	a,Increases the power of the servitor.\0
1128	104	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+4 Summon\0	a,Increases the power of the servitor.\0
1128	105	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+5 Summon\0	a,Increases the power of the servitor.\0
1128	106	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+6 Summon\0	a,Increases the power of the servitor.\0
1128	107	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+7 Summon\0	a,Increases the power of the servitor.\0
1128	108	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+8 Summon\0	a,Increases the power of the servitor.\0
1128	109	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+9 Summon\0	a,Increases the power of the servitor.\0
1128	110	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+10 Summon\0	a,Increases the power of the servitor.\0
1128	111	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+11 Summon\0	a,Increases the power of the servitor.\0
1128	112	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+12 Summon\0	a,Increases the power of the servitor.\0
1128	113	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+13 Summon\0	a,Increases the power of the servitor.\0
1128	114	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+14 Summon\0	a,Increases the power of the servitor.\0
1128	115	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+15 Summon\0	a,Increases the power of the servitor.\0
1128	116	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+16 Summon\0	a,Increases the power of the servitor.\0
1128	117	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+17 Summon\0	a,Increases the power of the servitor.\0
1128	118	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+18 Summon\0	a,Increases the power of the servitor.\0
1128	119	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+19 Summon\0	a,Increases the power of the servitor.\0
1128	120	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+20 Summon\0	a,Increases the power of the servitor.\0
1128	121	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+21 Summon\0	a,Increases the power of the servitor.\0
1128	122	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+22 Summon\0	a,Increases the power of the servitor.\0
1128	123	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+23 Summon\0	a,Increases the power of the servitor.\0
1128	124	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+24 Summon\0	a,Increases the power of the servitor.\0
1128	125	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+25 Summon\0	a,Increases the power of the servitor.\0
1128	126	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+26 Summon\0	a,Increases the power of the servitor.\0
1128	127	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+27 Summon\0	a,Increases the power of the servitor.\0
1128	128	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+28 Summon\0	a,Increases the power of the servitor.\0
1128	129	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+29 Summon\0	a,Increases the power of the servitor.\0
1128	130	a,Summon Shadow\0	u,Summons a Shadow. Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+30 Summon\0	a,Increases the power of the servitor.\0
1225	1	a,Summon Mew the Cat\0	a,Summons Mew the Cat. who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp.\0	a,none\0	a,none\0
1225	2	a,Summon Mew the Cat\0	a,Summons Mew the Cat. who assists in combat using attack magic. Requires 1 Crystal: D Grade. Consumes 90% of acquired Exp.\0	a,none\0	a,none\0
1225	3	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of acquired Exp.\0	a,none\0	a,none\0
1225	4	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of acquired Exp.\0	a,none\0	a,none\0
1225	5	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of acquired Exp.\0	a,none\0	a,none\0
1225	6	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of acquired Exp.\0	a,none\0	a,none\0
1225	7	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of one's Exp.\0	a,none\0	a,none\0
1225	8	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of one's Exp.\0	a,none\0	a,none\0
1225	9	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of one's Exp.\0	a,none\0	a,none\0
1225	10	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of one's Exp.\0	a,none\0	a,none\0
1225	11	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of one's Exp.\0	a,none\0	a,none\0
1225	12	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of one's Exp.\0	a,none\0	a,none\0
1225	13	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of one's Exp.\0	a,none\0	a,none\0
1225	14	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of one's Exp.\0	a,none\0	a,none\0
1225	15	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of one's Exp.\0	a,none\0	a,none\0
1225	16	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of one's Exp.\0	a,none\0	a,none\0
1225	17	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of one's Exp.\0	a,none\0	a,none\0
1225	18	a,Summon Mew the Cat\0	a,Summons Mew the Cat, who assists in combat. Requires 1 Crystal: D Grade. Consumes 90% of one's Exp.\0	a,none\0	a,none\0
1225	101	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+1 Summon\0	u,Maximizes the servitor’s power. Servitor’s power is increased.\0
1225	102	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+2 Summon\0	a,Increases the power of the servitor.\0
1225	103	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+3 Summon\0	a,Increases the power of the servitor.\0
1225	104	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+4 Summon\0	a,Increases the power of the servitor.\0
1225	105	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+5 Summon\0	a,Increases the power of the servitor.\0
1225	106	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+6 Summon\0	a,Increases the power of the servitor.\0
1225	107	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+7 Summon\0	a,Increases the power of the servitor.\0
1225	108	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+8 Summon\0	a,Increases the power of the servitor.\0
1225	109	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+9 Summon\0	a,Increases the power of the servitor.\0
1225	110	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+10 Summon\0	a,Increases the power of the servitor.\0
1225	111	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+11 Summon\0	a,Increases the power of the servitor.\0
1225	112	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+12 Summon\0	a,Increases the power of the servitor.\0
1225	113	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+13 Summon\0	a,Increases the power of the servitor.\0
1225	114	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+14 Summon\0	a,Increases the power of the servitor.\0
1225	115	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+15 Summon\0	a,Increases the power of the servitor.\0
1225	116	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+16 Summon\0	a,Increases the power of the servitor.\0
1225	117	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+17 Summon\0	a,Increases the power of the servitor.\0
1225	118	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+18 Summon\0	a,Increases the power of the servitor.\0
1225	119	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+19 Summon\0	a,Increases the power of the servitor.\0
1225	120	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+20 Summon\0	a,Increases the power of the servitor.\0
1225	121	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+21 Summon\0	a,Increases the power of the servitor.\0
1225	122	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+22 Summon\0	a,Increases the power of the servitor.\0
1225	123	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+23 Summon\0	a,Increases the power of the servitor.\0
1225	124	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+24 Summon\0	a,Increases the power of the servitor.\0
1225	125	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+25 Summon\0	a,Increases the power of the servitor.\0
1225	126	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+26 Summon\0	a,Increases the power of the servitor.\0
1225	127	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+27 Summon\0	a,Increases the power of the servitor.\0
1225	128	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+28 Summon\0	a,Increases the power of the servitor.\0
1225	129	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+29 Summon\0	a,Increases the power of the servitor.\0
1225	130	a,Summon Mew the Cat\0	u,Summons Mew the Cat who assists in combat using attack magic. Requires 1 Crystal: D grade. Consumes 90% of acquired Exp. Enchant Summon: the power of one’s servitor is enhanced. \0	a,+30 Summon\0	a,Increases the power of the servitor.\0
1226	1	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 3 Crystals: D Grade. 30% of acquired Exp will be consumed.\0	a,none\0	a,none\0
1226	2	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 4 Crystals: D Grade. 30% of acquired Exp will be consumed.\0	a,none\0	a,none\0
1226	3	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 1 Crystal: D Grade. 30% of acquired Exp will be consumed. Afterwards, 1 additional crystal will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	4	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 3 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 1 additional crystal will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	5	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 5 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 1 additional crystal will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	6	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 3 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 2 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	7	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 4 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 2 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	8	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 4 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 3 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	9	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 5 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 3 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	10	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 6 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 3 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	11	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 6 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 4 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	12	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 7 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 4 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	13	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 5 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 5 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	14	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 6 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 5 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	15	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 7 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 5 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	16	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 9 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 5 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	17	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 7 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 6 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	18	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 8 Crystals: D Grade. 30% of acquired Exp will be consumed. Afterwards, 6 additional crystals will be consumed at a regular interval.\0	a,none\0	a,none\0
1226	101	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the servitor's power is enhanced.\0	a,+1 Summon\0	u,Maximizes the servitor’s power. Servitor’s power is increased.\0
1226	102	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the servitor's power is enhanced.\0	a,+2 Summon\0	a,Increases the power of the servitor.\0
1226	103	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the servitor's power is enhanced.\0	a,+3 Summon\0	a,Increases the power of the servitor.\0
1226	104	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the servitor's power is enhanced.\0	a,+4 Summon\0	a,Increases the power of the servitor.\0
1226	105	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the servitor's power is enhanced.\0	a,+5 Summon\0	a,Increases the power of the servitor.\0
1226	106	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the servitor's power is enhanced.\0	a,+6 Summon\0	a,Increases the power of the servitor.\0
1226	107	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the servitor's power is enhanced.\0	a,+7 Summon\0	a,Increases the power of the servitor.\0
1226	108	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the servitor's power is enhanced.\0	a,+8 Summon\0	a,Increases the power of the servitor.\0
1226	109	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the servitor's power is enhanced.\0	a,+9 Summon\0	a,Increases the power of the servitor.\0
1226	110	a,Summon Unicorn Boxer\0	a,Summons a Unicorn Boxer, who supplies additional MP.  Requires 8 Crystals: D Grade. Afterwards, 6 additional crystals will be consumed at a regular interval for four times. 30% of acquired Exp will be consumed. Enchant Summon: the servitor's power is enhanced.\0	a,+10 Summon\0	a,Increases the power of the servitor.\0
