id	name	add_name	description	popup
1739	Broadsword Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1740	Crafted Willow Branch		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1741	Stave		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1742	Red Cedar Branch		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1743	Dirk Blade		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1744	Dirk Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1745	Brandish Blade		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1746	Short Spear Blade		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1747	Shining Blade		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1748	Sword of Reflection Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1749	Branch of The Mother Tree		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1750	Dark Forest Leaf		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1751	Lump of Iron		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1752	Piece of Sword Breaker		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1753	Sword Breaker Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1754	Steel Bow Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1755	Metal Stave		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1756	Spirit of The Saber Smith		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1757	Saber Blade		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1758	Saber Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1759	Blood of Assassin		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1760	Assassin Blade		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1761	Assassin Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1762	Piece of Trident		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1763	Ruby Fragment		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1764	Deep Sea Water		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1765	Spinebone Fragment		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1766	Spinebone Pattern		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1767	Piece of Mace of Judgment		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1768	Pattern of Judgment		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1769	Piece of Conjuror's Staff		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1770	Magic Flute		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1771	Elven Stave		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1772	Leaf of the Mother Tree		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1773	Piece of Dwarven Trident		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1774	Piece of Two-Handed Sword		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1775	Two-Handed Sword Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1776	Piece of Spiked Club		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1777	Steel Piece of Club		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1778	Shillien Bone		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1779	Shillien Mane		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1780	Purity Bronze		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1781	Gastraphetes Stave		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1782	Gastraphetes Addendum		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1783	Blood of Fiend		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1784	Cursed Leather		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1785	Soul Ore		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1786	Recipe: Broad Sword		a,For Dwarves only. The recipe for a broad sword. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1787	Recipe: Willow Staff		a,For Dwarves only. The recipe for a willow staff. Requires Create Item Skill Level 1 The success rate is 100%.\0	-1
1788	Recipe: Bow 		a,For Dwarves only. The recipe for a bow. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1789	Recipe: Cedar Staff		a,For Dwarves only. The recipe for a cedar staff. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1790	Recipe: Dirk		a,For Dwarves only. The recipe for a dirk. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1791	Recipe: Brandish		a,For Dwarves only. The recipe for a brandish. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1792	Recipe: Short Spear		a,For Dwarves only. The recipe for a short spear. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1793	Recipe: Sword of Reflection		a,For Dwarves only. The recipe for a sword of reflection. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1794	Recipe: Forest Bow		a,For Dwarves only. The recipe for a bow of forest. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1795	Recipe:Leather Shoes		a,For Dwarves only. The recipe for leather shoes. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1796	Recipe: Leather Tunic		a,For Dwarves only. The recipe for a leather tunic. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1797	Recipe: Leather Stockings		a,For Dwarves only. The recipe for a leather hose. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1798	Recipe: Leather Helmet		a,For Dwarves only. The recipe for a leather helmet. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1799	Recipe: Leather Gloves		a,For Dwarves only. The recipe for leather gloves. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1800	Recipe: Piece Bone Breastplate		a,For Dwarves only. The recipe for a piece bone breastplate. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1801	Recipe: Piece Bone Gaiters		a,For Dwarves only. The recipe for piece bone gaiters. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1802	Recipe: Necklace of Anguish		a,For Dwarves only. The recipe for a necklace of anguish. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1803	Recipe: Necklace of Wisdom		a,For Dwarves only. The recipe for a necklace of wisdom. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1804	Recipe: Soulshot: D Grade		a,For Dwarves only. The recipe for a soulshot-Grade D. Requires Create Item Skill Level 2. The success rate is 100%.\0	-1
1805	Recipe: Soulshot: C Grade		a,For Dwarves only. The recipe for a soulshot-Grade C. Requires Create Item Skill Level 4. The success rate is 100%.\0	-1
1806	Recipe: Soulshot: B Grade		a,For Dwarves only. The recipe for a soulshot-Grade B. Requires Create Item Skill Level 6. The success rate is 100%.\0	-1
1807	Recipe: Soulshot: A Grade		a,For Dwarves only. The recipe for a soulshot-Grade A. Requires Create Item Skill Level 7. The success rate is 100%.\0	-1
1808	Recipe: Soulshot: S Grade		a,For Dwarves only. The recipe for a soulshot-Grade S. Requires Create Item Skill Level 8. The success rate is 100%.\0	-1
1809	Recipe: Durable Stem		a,For Dwarves only. The recipe for a durable stem. Requires Create Item Skill Level 2.\0	-1
1810	Recipe: Wooden Frame		a,For Dwarves only. The recipe for a wooden frame. Requires Create Item Skill Level 2.\0	-1
1811	Recipe: Bark of Treant		a,For Dwarves only. The recipe for a bark of ant. Requires Create Item Skill Level 2.\0	-1
1812	Recipe: Rough Bone Powder		a,For Dwarves only. The recipe for rough bone powder. Requires Create Item Skill Level 2.\0	-1
1813	Recipe: Refined Steel		a,For Dwarves only. The recipe for refined steel. Requires Create Item Skill Level 2.\0	-1
1814	Recipe: Leather		a,For Dwarves only. The recipe for leather. Requires Create Item Skill Level 1. The success rate is 100%.\0	-1
1815	Recipe: Bowstring		a,For Dwarves only. The recipe for a bowstring. Requires Create Item Skill Level 2.\0	-1
1816	Recipe: Steel Frame		a,For Dwarves only. The recipe for a steel frame. Requires Create Item Skill Level 2.\0	-1
1817	Recipe: Cord		a,For Dwarves only. The recipe for a cord. Requires Create Item Skill Level 2. The success rate is 100%.\0	-1
1818	Recipe: Refined Bronze		a,For Dwarves only. The recipe for refined bronze. Requires Create Item Skill Level 2.\0	-1
1819	Recipe: Treant Potion		a,For Dwarves only. The recipe for a ant potion. Requires Create Item Skill Level 2.\0	-1
1820	Recipe: Spell Paper		a,For Dwarves only. The recipe for spell paper. Requires Create Item Skill Level 2.\0	-1
1821	Recipe: Flaming Oil		a,For Dwarves only. The recipe for flaming oil. Requires Create Item Skill Level 2.\0	-1
1822	Recipe: Magic Powder		a,For Dwarves only. The recipe for magic powder. Requires Create Item Skill Level 2.\0	-1
1823	Recipe: Refined Mythril		a,For Dwarves only. The recipe for refined mithril. Requires Create Item Skill Level 2.\0	-1
1824	Recipe: Fortified Steel		a,For Dwarves only. The recipe for fortified steel. Requires Create Item Skill Level 2.\0	-1
1825	Recipe: Oriharukon		a,For Dwarves only. The recipe for Oriharukon. Requires Create Item Skill Level 4. The success rate is 100%.\0	-1
1826	Recipe: Spell Solution		a,For Dwarves only. The recipe for a spell solution. Requires Create Item Skill Level 2.\0	-1
1827	Recipe: Metal Frame		a,For Dwarves only. The recipe for a metal frame. Requires Create Item Skill Level 2.\0	-1
1828	Recipe: Steel of Highest Grade		a,For Dwarves only. The recipe for steel of the highest grade. Requires Create Item Skill Level 2.\0	-1
1829	Scroll of Escape: Clan Hall		a,A scroll that relocates you to your clan hall. If you don't have a clan hall, it will relocate you to the nearest village.\0	-1
1830	Scroll of Escape: Castle		a,A scroll that relocates you to your castle. If you don't have a castle, it will relocate you to the nearest village.\0	-1
1831	Antidote		a,A reagent that neutralizes poison.\0	-1
1832	Greater Antidote		a,A high-quality reagent that neutralizes powerful poison.\0	-1
1833	Bandage		a,A medical bandage that stops bleeding when injured.\0	-1
1834	Emergency Dressing		a,A medical bandage that stops bleeding fast when severely injured.\0	-1
1835	Soulshot: No Grade		a,The power of a higher-level spirit is bestowed upon a weapon, temporarily increasing power of attack. Used with a No grade weapon.\0	-1
1836	Kendell's 1st Order		a,Punish Kaboo Chief Uoph. He should be somewhere around the ruins over the hill, west of the Elven Village.\0	-1
1837	Kendell's 2nd Order		a,Punish Kaboo Chief Kracha. He should be somewhere around the Nine obelisk, southwest of the Elven Village.\0	-1
1838	Kendell's 3rd Order		a,Punish Kaboo Chief Batoh. He should be somewhere around the entrance of the underground fortress of the Elves.\0	-1
1839	Kendell's 4th Order		a,Punish Kaboo Chief Tanukia. He should be somewhere around the open-air theatre ruins, southwest of the Elven Village.\0	-1
1840	Kendell's 5th Order		a,Punish Kaboo Chief Turel. He should be somewhere around the seashore ruins, northwest of Lake Iris.\0	-1
1841	Kendell's 6th Order		a,Punish Kaboo Chief Roko. He should be somewhere around the seashore ruins, west of Lake Iris.\0	-1
1842	Kendell's 7th Order		a,Punish Kaboo Chief Kamut. He should be somewhere around the seashore ruins, south of Lake Iris.\0	-1
1843	Kendell's 8th Order		a,Punish Kaboo Chief Murtika. He should be somewhere around the seashore ruins, east of Lake Iris.\0	-1
1844	Kaboo Chief's 1st Torque		a,A necklace taken by killing the chief of Kaboo orcs. Take this to Sentinel Kendell.\0	-1
1845	Kaboo Chief's 2nd Torque		a,A necklace taken by killing the chief of Kaboo orcs. Take this to Sentinel Kendell.\0	-1
1846	Turek Dog Tag		a,A military identification necklace of Turek orc fighters. Collect these and take them to Piotur for a reward.\0	-1
1847	Turek Medallion		a,A necklace of Turek orc officers. Collect these and take them to Piotur for a reward.\0	-1
1848	Clay Urn Fragment		a,A relic of the Elmoreden empire. A piece of a broken clay urn.\0	-1
1849	Brass Trinket Piece		a,A relic of the Elmoreden empire. A part of a brass trinket.\0	-1
1850	Bronze Mirror Piece		a,A relic of the Elmoreden empire. A part of a bronze mirror.\0	-1
1851	Jade Necklace Bead		a,A relic of the Elmoreden empire. A part of a jade necklace.\0	-1
1852	Ancient Clay Urn		a,A clay urn of the Elmoreden empire.\0	-1
1853	Ancient Brass Tiara		a,A relic of the Elmoreden empire. A formal brass tiara.\0	-1
1854	Ancient Bronze Mirror		a,A relic of the Elmoreden empire. A bronze mirror.\0	-1
1855	Ancient Jade Necklace		a,A relic of the Elmoreden empire. A jade necklace.\0	-1
1856	Spellbook: Chant of Life		a,Spellbook required for the Chant of Life spell. Used by Orc Shamans.\0	-1
1857	Keltir Fang		a,A fang taken by killing keltirs. Collect 4 and take them to any of the Masters.\0	-1
1858	Keltir Fang		a,A fang taken by killing keltirs. Collect 4 and take them to any of the Magisters.\0	-1
1859	Keltir Fang		a,A fang taken by killing keltirs. Collect 4 and take them to any Guardian of the Mother Tree.\0	-1
1860	Keltir Fang		a,A fang taken by killing keltirs. Collect 4 and take them to any Abyssal Celebrant.\0	-1
1861	Keltir Fang		a,A fang taken by killing keltirs. Collect 4 and take them to the Priest of fire.\0	-1
1862	Keltir Fang		a,A fang taken by killing keltirs. Collect 4 and take them to the Miner.\0	-1
1863	Map: Elmore		a,An ancient, obsolete map. Can be purchased at any shop.\0	-1
1864	Stem		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1865	Varnish		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1866	Suede		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1867	Animal Skin		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1868	Thread		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1869	Iron Ore		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1870	Coal		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1871	Charcoal		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1872	Animal Bone		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1873	Silver Nugget		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1874	Oriharukon Ore		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1875	Stone of Purity		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1876	Mithril Ore		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1877	Adamantite Nugget		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1878	Braided Hemp		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1879	Cokes		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1880	Steel		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1881	Coarse Bone Powder		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1882	Leather		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1883	Steel Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1884	Cord		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1885	High Grade Suede		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1886	Silver Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1887	Varnish of Purity		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1888	Synthetic Cokes		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1889	Compound Braid		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1890	Mithril Alloy		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1891	Artisan's Frame		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1892	Blacksmith's Frame		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1893	Oriharukon		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1894	Crafted Leather		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1895	Metallic Fiber		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1896	Necklace of Anguish Chain		a,A key material that Dwarves use to make the necklace of anguish. Can be sold in any shop.\0	-1
1897	Necklace of Wisdom Chain		a,A key material that Dwarves use to make the necklace of wisdom. Can be sold in any shop.\0	-1
1898	Blue Diamond Necklace Gem		a,A key material that Dwarves use to make the blue diamond necklace. Can be sold in any shop.\0	-1
1899	Necklace of Devotion Chain		a,A key material that Dwarves use to make the necklace of devotion. Can be sold in any shop.\0	-1
1900	Enchanted Necklace Chain		a,A key material that Dwarves use to make an enchanted necklace. Can be sold in any shop.\0	-1
1901	Tiger's Eye Earring Stone		a,A key material that Dwarves use to make the tiger's eye. Can be sold in any shop.\0	-1
1902	Elven Earring Beads		a,A key material that Dwarves use to make the elven earring. Can be sold in any shop.\0	-1
1903	Elven Ring Piece		a,A key material that Dwarves use to make the elven ring. Can be sold in any shop.\0	-1
1904	Elven Necklace Beads		a,A key material that Dwarves use to make the elven necklace. Can be sold in any shop.\0	-1
1905	Omen Beast's Eye Earring Gemstone		a,A key material that Dwarves use to make the omen beast's eye. Can be sold in any shop.\0	-1
1906	Mithril Ring Wire		a,A key material that Dwarves use to make a mithril ring. Can be sold in any shop.\0	-1
1907	Necklace of Darkness Gem		a,A key material that Dwarves use to make a necklace of darkness. Can be sold in any shop.\0	-1
1908	Moonstone Earring Wire		a,A key material that Dwarves use to make a moonstone earring. Can be sold in any shop.\0	-1
1909	Aquastone Ring Wire		a,A key material that Dwarves use to make the aquastone ring. Can be sold in any shop.\0	-1
1910	Aquastone Necklace Chain		a,A key material that Dwarves use to make the aquastone necklace. Can be sold in any shop.\0	-1
1911	Earring of Protection Gemstone		a,A key material that Dwarves use to make the earring of protection. Can be sold in any shop.\0	-1
1912	Ring of Protection Gemstone		a,A key material that Dwarves use to make the ring of protection. Can be sold in any shop.\0	-1
1913	Necklace of Protection Gemstone		a,A key material that Dwarves use to make the necklace of protection. Can be sold in any shop.\0	-1
1914	Earring of Binding Gemstone		a,A key material that Dwarves use to make the earring of binding. Can be sold in any shop.\0	-1
1915	Ring of Ages Gemstone		a,A key material that Dwarves use to make the ring of ages. Can be sold in any shop.\0	-1
1916	Necklace of Mermaid Teardrop		a,A key material that Dwarves use to make the necklace of mermaid. Can be sold in any shop.\0	-1
1917	Sage's Necklace Chain		a,A key material that Dwarves use to make a sage's necklace. Can be sold in any shop.\0	-1
1918	Nassen's Earring Gemstone		a,A key material that Dwarves use to make Nassen's earring. Can be sold in any shop.\0	-1
1919	Ring of Sage Gemstone		a,A key material that Dwarves use to make the ring of sage. Can be sold in any shop.\0	-1
1920	Necklace of Binding Chain		a,A key material that Dwarves use to make a necklace of binding. Can be sold in any shop.\0	-1
1921	Leather Shoes Texture		a,A key material that Dwarves use to make leather shoes. Can be sold in any shop.\0	-1
1922	Leather Tunic Pattern		a,A key material that Dwarves use to make a leather tunic. Can be sold in any shop.\0	-1
1923	Leather Stocking Pattern		a,A key material that Dwarves use to make leather stockings. Can be sold in any shop.\0	-1
1924	Leather Helmet Design		a,A key material that Dwarves use to make a leather helmet. Can be sold in any shop.\0	-1
1925	Leather Gloves Lining		a,A key material that Dwarves use to make leather gloves. Can be sold in any shop.\0	-1
1926	Piece Bone Breastplate Fragment		a,A key material that Dwarves use to make the pieces of bone breastplate. Can be sold in any shop.\0	-1
1927	Hard Leather Shirt Pattern		a,A key material that Dwarves use to make the hard leather shirt. Can be sold in any shop.\0	-1
1928	Piece Bone Gaiters Fragment		a,A key material that Dwarves use to make piece bone gaiters. Can be sold in any shop.\0	-1
1929	Hard Leather Gaiters Material		a,A key material that Dwarves use to make hard leather gaiters. Can be sold in any shop.\0	-1
1930	Boot Lining		a,A key material that Dwarves use to make boots. Can be sold in any shop.\0	-1
1931	Leather Boot Lining		a,A key material that Dwarves use to make leather boots. Can be sold in any shop.\0	-1
1932	Bone Helmet Design		a,A key material that Dwarves use to make a bone helmet. Can be sold in any shop.\0	-1
1933	Dark Stocking Fabric		a,A key material that Dwarves use to make dark stockings. Can be sold in any shop.\0	-1
1934	Excellent Leather Gloves Lining		a,A key material that Dwarves use to make excellent leather gloves. Can be sold in any shop.\0	-1
1935	Scale Mail Fragment		a,A key material that Dwarves use to make scale mail. Can be sold in any shop.\0	-1
1936	White Tunic Pattern		a,A key material that Dwarves use to make a white tunic. Can be sold in any shop.\0	-1
1937	Scale Gaiters Fragment		a,A key material that Dwarves use to make scale gaiters. Can be sold in any shop.\0	-1
1938	Mithril Banded Mail Material		a,A key material that Dwarves use to make mithril banded mail. Can be sold in any shop.\0	-1
1939	Mithril Banded Gaiters Material		a,A key material that Dwarves use to make mithril banded gaiters. Can be sold in any shop.\0	-1
1940	Iron Boots Design		a,A key material that Dwarves use to make iron boots. Can be sold in any shop.\0	-1
1941	Brigandine Temper		a,A key material that Dwarves use to make a brigandine. Can be sold in any shop.\0	-1
1942	Manticore Skin Shirt Texture		a,A key material that Dwarves use to make a manticor skin shirt. Can be sold in any shop.\0	-1
1943	Manticore Skin Gaiters Pattern		a,A key material that Dwarves use to make manticor skin gaiters. Can be sold in any shop.\0	-1
1944	Mithril Tunic Fabric		a,A key material that Dwarves use to make a mithril tunic. Can be sold in any shop.\0	-1
1945	Mithril Stocking Design		a,A key material that Dwarves use to make mithril stockings. Can be sold in any shop.\0	-1
1946	Rip Gauntlets Pattern		a,A key material that Dwarves use to make the gauntlet of repose of the soul. Can be sold in any shop.\0	-1
1947	Kite Shield Fragment		a,A key material that Dwarves use to make a kite shield. Can be sold in any shop.\0	-1
1948	Boots of Power Pattern		a,A key material that Dwarves use to make the boots of power. Can be sold in any shop.\0	-1
1949	Mithril Gloves Design		a,A key material that Dwarves use to make mithril gloves. Can be sold in any shop.\0	-1
1950	Half Plate Temper		a,A key material that Dwarves use to make the half plate. Can be sold in any shop.\0	-1
1951	Plate Gaiters Part		a,A key material that Dwarves use to make plate gaiters. Can be sold in any shop.\0	-1
1952	Salamander Skin Mail Texture		a,A key material that Dwarves use to make salamander skin mail. Can be sold in any shop.\0	-1
1953	Sage's Rag Lining		a,A key material that Dwarves use to make a sage's rag. Can be sold in any shop.\0	-1
1954	Karmian Stocking Design		a,A key material that Dwarves use to make karmian stockings. Can be sold in any shop.\0	-1
1955	Chain Helmet Design		a,A key material that Dwarves use to make a chain helmet. Can be sold in any shop.\0	-1
1956	Square Shield Fragment		a,A key material that Dwarves use to make a square shield. Can be sold in any shop.\0	-1
1957	Assault Boots Part		a,A key material that Dwarves use to make assault boots. Can be sold in any shop.\0	-1
1958	Mithril Boots Design		a,A key material for Dwarves to make mithril boots. This can be sold at shops.\0	-1
1959	Chain Mail Shirt Material		a,A key material that Dwarves use to make a chain mail shirt. Can be sold in any shop.\0	-1
1960	Chain Gaiters Part		a,A key material that Dwarves use to make chain gaiters. Can be sold in any shop.\0	-1
1961	Mithril Shirt Fabric		a,A key material that Dwarves use to make a mithril shirt. Can be sold in any shop.\0	-1
1962	Karmian Tunic Pattern		a,A key material that Dwarves use to make a karmian tunic. Can be sold in any shop.\0	-1
1963	Ogre Power Gauntlets Part		a,A key material that Dwarves use to make an ogre power gauntlet. Can be sold in any shop.\0	-1
1964	Eldarake Temper		a,A key material that Dwarves use to make an eldarake. Can be sold in any shop.\0	-1
1965	Metal Plate Helmet Material		a,A key material that Dwarves use to make a metal plate helmet. Can be sold in any shop.\0	-1
1966	Plated Leather Fragment		a,A key material that Dwarves use to make plate leather. Can be sold in any shop.\0	-1
1967	Plated Leather Gaiters Material		a,A key material that Dwarves use to make plate leather gaiters. Can be sold in any shop.\0	-1
1968	Dwarven Chain Mail Shirt Material		a,A key material that Dwarves use to make the Dwarven chain mail shirt. Can be sold in any shop.\0	-1
1969	Dwarven Chain Gaiters Material		a,A key material that Dwarves use to make Dwarven chain gaiters. Can be sold in any shop.\0	-1
1970	Robe of Seal Fabric		a,A key material that Dwarves use to make the robe of seal. Can be sold in any shop.\0	-1
1971	Great Helmet Material		a,A key material that Dwarves use to make the great helmet. Can be sold in any shop.\0	-1
1972	Knight Shield Fragment		a,A key material that Dwarves use to make the knight shield. Can be sold in any shop.\0	-1
1973	Paagrio Hand Design		a,A key material that Dwarves use to make a Paagrio hand. Can be sold in any shop.\0	-1
1974	Crimson Boot Fabric		a,A key material that Dwarves use to make crimson boots. Can be sold in any shop.\0	-1
1975	Rind Leather Mail Design		a,A key material that Dwarves use to make rind leather mail. Can be sold in any shop.\0	-1
1976	Rind Leather Gaiters Material		a,A key material that Dwarves use to make rind leather gaiters. Can be sold in any shop.\0	-1
1977	Composite Armor Temper		a,A key material that Dwarves use to make composite armor. Can be sold in any shop.\0	-1
1978	Tower Shield Fragment		a,A key material that Dwarves use to make the tower shield. Can be sold in any shop.\0	-1
1979	Demon's Tunic Fabric		a,A key material that Dwarves use to make a demon's tunic. Can be sold in any shop.\0	-1
1980	Demon's Stocking Pattern		a,A key material that Dwarves use to make demon's stockings. Can be sold in any shop.\0	-1
1981	Mithril Gauntlets Design		a,A key material that Dwarves use to make the mithril gauntlet. Can be sold in any shop.\0	-1
1982	Forgotten Boots Pattern		a,A key material that Dwarves use to make forgotten boots. Can be sold in any shop.\0	-1
1983	Shining Circlet Pattern		a,A key material that Dwarves use to make the shining circlet. Can be sold in any shop.\0	-1
1984	Theca Leather Mail Pattern		a,A key material that Dwarves use to make theca leather mail. Can be sold in any shop.\0	-1
1985	Theca Leather Gaiters Pattern		a,A key material that Dwarves use to make theca leather gaiters. Can be sold in any shop.\0	-1
1986	Full Plate Armor Temper		a,A key material that Dwarves use to make full plate armor. Can be sold in any shop.\0	-1
1987	Drake Leather Mail Texture		a,A key material that Dwarves use to make drake leather mail. Can be sold in any shop.\0	-1
1988	Divine Tunic Fabric		a,A key material that Dwarves use to make the divine tunic. Can be sold in any shop.\0	-1
1989	Divine Stocking Pattern		a,A key material that Dwarves use to make divine stockings. Can be sold in any shop.\0	-1
1990	Mithril Helmet Design		a,A key material that Dwarves use to make the mithril helmet. Can be sold in any shop.\0	-1
1991	Cap of Mana Pattern		a,A key material that Dwarves use to make the cap of mana. Can be sold in any shop.\0	-1
1992	Paradia Hood Material		a,A key material that Dwarves use to make the paradia hood. Can be sold in any shop.\0	-1
1993	Hood of Solar Eclipse Texture		a,A key material that Dwarves use to make the hood of solar eclipse. Can be sold in any shop.\0	-1
1994	Hood of Summoning Texture		a,A key material that Dwarves use to make the hood of summons. Can be sold in any shop.\0	-1
1995	Elemental Hood Material		a,A key material that Dwarves use to make the elemental hood. Can be sold in any shop.\0	-1
1996	Hood of Grace Texture		a,A key material that Dwarves use to make the hood of grace. Can be sold in any shop.\0	-1
1997	Phoenix Hood Material		a,A key material that Dwarves use to make the phoenix's hood. Can be sold in any shop.\0	-1
1998	Hood of Aid Material		a,A key material that Dwarves use to make the hood of assistance. Can be sold in any shop.\0	-1
1999	Flame Helm Design		a,A key material that Dwarves use to make the flame helm. Can be sold in any shop.\0	-1
2000	Tallum Helm Design		a,A key material that Dwarves use to make the tallum helm. Can be sold in any shop.\0	-1
2001	Helm of Avadon Design		a,A key material that Dwarves use to make the helm of avadon. Can be sold in any shop.\0	-1
2002	Helmet of Pledge Pattern		a,A key material that Dwarves use to make the helmet of pledge. Can be sold in any shop.\0	-1
2003	Gauntlets of Ghost Pattern		a,A key material that Dwarves use to make the gauntlet of ghost. Can be sold in any shop.\0	-1
2004	Adamantite Boots Design		a,A key material that Dwarves use to make adamantite boots. Can be sold in any shop.\0	-1
2005	Broadsword Blade		a,A key material that Dwarves use to make the broad sword. Can be sold in any shop.\0	-1
2006	Willow Staff Head		a,A key material that Dwarves use to make the willow staff. Can be sold in any shop.\0	-1
2007	Bow Shaft		a,A key material that Dwarves use to make the bow. Can be sold in any shop.\0	-1
2008	Cedar Staff Head		a,A key material that Dwarves use to make the cedar staff. Can be sold in any shop.\0	-1
2009	Dirk Blade		a,A key material that Dwarves use to make the dirk. Can be sold in any shop.\0	-1
2010	Brandish Blade		a,A key material that Dwarves use to make the brandish. Can be sold in any shop.\0	-1
2011	Short Spear Edge		a,A key material that Dwarves use to make the short spear. Can be sold in any shop.\0	-1
2012	Sword of Reflection Blade		a,A key material that Dwarves use to make the sword of reflection. Can be sold in any shop.\0	-1
