id	level	name	description
1127	11	a,Servitor Heal\0	a,Recovers servitor's HP. Power 347.\0
1127	12	a,Servitor Heal\0	a,Recovers servitor's HP. Power 361.\0
1127	13	a,Servitor Heal\0	a,Recovers servitor's HP. Power 404.\0
1127	14	a,Servitor Heal\0	a,Recovers servitor's HP. Power 419.\0
1127	15	a,Servitor Heal\0	a,Recovers servitor's HP. Power 434.\0
1127	16	a,Servitor Heal\0	a,Recovers servitor's HP. Power 465.\0
1127	17	a,Servitor Heal\0	a,Recovers servitor's HP. Power 481.\0
1127	18	a,Servitor Heal\0	a,Recovers servitor's HP. Power 496.\0
1127	19	a,Servitor Heal\0	a,Recovers servitor's HP. Power 528.\0
1127	20	a,Servitor Heal\0	a,Recovers servitor's HP. Power 544.\0
1127	21	a,Servitor Heal\0	a,Recovers servitor's HP. Power 561.\0
1127	22	a,Servitor Heal\0	a,Recovers servitor's HP. Power 593.\0
1127	23	a,Servitor Heal\0	a,Recovers servitor's HP. Power 609.\0
1127	24	a,Servitor Heal\0	a,Recovers servitor's HP. Power 626.\0
1127	25	a,Servitor Heal\0	a,Recovers servitor's HP. Power 658.\0
1127	26	a,Servitor Heal\0	a,Recovers servitor's HP. Power 674.\0
1127	27	a,Servitor Heal\0	a,Recovers servitor's HP. Power 690.\0
1127	28	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 706.\0
1127	29	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 722.\0
1127	30	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 737.\0
1127	31	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 753.\0
1127	32	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 768.\0
1127	33	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 783.\0
1127	34	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 798.\0
1127	35	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 812.\0
1127	36	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 826.\0
1127	37	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 840.\0
1127	38	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 854.\0
1127	39	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 867.\0
1127	40	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 879.\0
1127	41	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 892.\0
1127	42	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 904.\0
1127	43	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 915.\0
1127	44	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 926.\0
1127	45	a,Servitor Heal\0	a,Recovers a Servitor's HP. Power 936.\0
1144	1	a,Fast Servitor\0	a,Temporarily increases servitor's Speed. Effect 1.\0
1144	2	a,Fast Servitor\0	a,Temporarily increases servitor's Speed. Effect 2.\0
1145	1	a,Bright Servitor\0	a,Temporarily increases servitor's M. Atk. Effect 1.\0
1145	2	a,Bright Servitor\0	a,Temporarily increases servitor's M. Atk. Effect 2.\0
1145	3	a,Bright Servitor\0	a,Temporarily increases servitor's M. Atk. Effect 3.\0
1146	1	a,Mighty Servitor\0	a,Temporarily increases servitor's P. Atk. Effect 1.\0
1146	2	a,Mighty Servitor\0	a,Temporarily increases servitor's P. Atk. Effect 2.\0
1146	3	a,Mighty Servitor\0	a,Temporarily increases servitor's P. Atk. Effect 3.\0
1147	1	a,Vampiric Touch\0	a,Absorbs HP. Power 18.\0
1147	2	a,Vampiric Touch\0	a,Absorbs HP. Power 21.\0
1147	3	a,Vampiric Touch\0	a,Absorbs HP. Power 23.\0
1147	4	a,Vampiric Touch\0	a,Absorbs HP. Power 26.\0
1147	5	a,Vampiric Touch\0	a,Absorbs HP. Power 29.\0
1147	6	a,Vampiric Touch\0	a,Absorbs HP. Power 32.\0
1160	1	a,Slow\0	a,Temporarily reduces target's Speed. Effect 2.\0
1160	2	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	3	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	4	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	5	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	6	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	7	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	8	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	9	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	10	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	11	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	12	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	13	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	14	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1160	15	a,Slow\0	a,Temporarily reduces target's Speed. Effect 3.\0
1164	1	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk. Effect 1.\0
1164	2	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk. Effect 2.\0
1164	3	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk. Effect 2.\0
1164	4	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk. Effect 2.\0
1164	5	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk. Effect 2.\0
1164	6	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk. Effect 3.\0
1164	7	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk. Effect 3.\0
1164	8	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk. Effect 3.\0
1164	9	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk.  Effect 3.\0
1164	10	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk.  Effect 3.\0
1164	11	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk.  Effect 3.\0
1164	12	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk.  Effect 3.\0
1164	13	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk.  Effect 3.\0
1164	14	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk.  Effect 3.\0
1164	15	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk.  Effect 3.\0
1164	16	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk.  Effect 3.\0
1164	17	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk.  Effect 3.\0
1164	18	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk.  Effect 3.\0
1164	19	a,Curse: Weakness\0	a,Instantaneous curse that reduces target's P. Atk.  Effect 3.\0
1167	1	a,Poisonous Cloud\0	a,Instantaneous poison cloud attack.  Effect 3.\0
1167	2	a,Poisonous Cloud\0	a,Instantaneous poison cloud attack.  Effect 4.\0
1167	3	a,Poisonous Cloud\0	a,Instantaneous poison cloud attack.  Effect 5.\0
1167	4	a,Poisonous Cloud\0	a,Instantaneous poison cloud attack.  Effect 6.\0
1167	5	a,Poisonous Cloud\0	a,Instantaneous poison cloud attack.  Effect 7.\0
1167	6	a,Poisonous Cloud\0	a,Instantaneous poison cloud attack.  Effect 8.\0
1168	1	a,Curse:Poison\0	a,Instantaneous poisonous curse. Effect 1.\0
1168	2	a,Curse:Poison\0	a,Instantaneous poisonous curse. Effect 3.\0
1168	3	a,Curse:Poison\0	a,Instantaneous poisonous curse. Effect 4.\0
1168	4	a,Curse:Poison\0	a,Instantaneous poisonous curse. Effect 5.\0
1168	5	a,Curse:Poison\0	a,Instantaneous poisonous curse. Effect 6.\0
1168	6	a,Curse:Poison\0	a,Instantaneous poisonous curse. Effect 7.\0
1168	7	a,Curse:Poison\0	a,Instantaneous poisonous curse. Effect 8.\0
1172	1	a,Aura Burn\0	a,A short range magical attack. Power 19.\0
1172	2	a,Aura Burn\0	a,A short range magical attack. Power 21.\0
1172	3	a,Aura Burn\0	a,A short range magical attack. Power 24.\0
1172	4	a,Aura Burn\0	a,A short range magical attack. Power 25.\0
1172	5	a,Aura Burn\0	a,A short range magical attack. Power 28.\0
1172	6	a,Aura Burn\0	a,A short range magical attack. Power 30.\0
1172	7	a,Aura Burn\0	a,A short range magical attack. Power 33.\0
1172	8	a,Aura Burn\0	a,A short range magical attack. Power 36.\0
1175	1	a,Aqua Swirl\0	a,Attacks target with a burst of water. Power 23.\0
1175	2	a,Aqua Swirl\0	a,Attacks target with a burst of water. Power 26.\0
1175	3	a,Aqua Swirl\0	a,Attacks target with a burst of water. Power 29.\0
1175	4	a,Aqua Swirl\0	a,Attacks target with a burst of water. Power 32.\0
1175	5	a,Aqua Swirl\0	a,Attacks target with a burst of water. Power 35.\0
1175	6	a,Aqua Swirl\0	a,Attacks target with a burst of water. Power 38.\0
1175	7	a,Aqua Swirl\0	a,Attacks target with a burst of water. Power 42.\0
1175	8	a,Aqua Swirl\0	a,Attacks target with a burst of water. Power 44.\0
1177	1	a,Wind Strike\0	a,Attacks target with a strong blast of wind. Power 12.\0
1177	2	a,Wind Strike\0	a,Attacks target with a strong blast of wind. Power 13.\0
1177	3	a,Wind Strike\0	a,Attacks target with a strong blast of wind. Power 15.\0
1177	4	a,Wind Strike\0	a,Attacks target with a strong blast of wind. Power 18.\0
1177	5	a,Wind Strike\0	a,Attacks target with a strong blast of wind. Power 21.\0
1178	1	a,Twister\0	a,Attacks target with a . Power 23.\0
1178	2	a,Twister\0	a,The blades of wind radiate in chain form. Power 26.\0
1178	3	a,Twister\0	a,The blades of wind radiate in chain form. Power 29.\0
1178	4	a,Twister\0	a,The blades of wind radiate in chain form. Power 32.\0
1178	5	a,Twister\0	a,The blades of wind radiate in chain form. Power 35.\0
1178	6	a,Twister\0	a,The blades of wind radiate in chain form. Power 38.\0
1178	7	a,Twister\0	a,The blades of wind radiate in chain form. Power 42.\0
1178	8	a,Twister\0	a,The blades of wind radiate in chain form. Power 44.\0
1181	1	a,Flame Strike\0	a,Toss flame that causes wide area to catch fire. Power 13.\0
1181	2	a,Flame Strike\0	a,Toss flame that causes wide area to catch fire. Power 16.\0
1181	3	a,Flame Strike\0	a,Toss flame that causes wide area to catch fire. Power 19.\0
1182	1	a,Resist Aqua\0	a,Temporarily increases tolerance to attack by water. Effect 1.\0
1182	2	a,Resist Aqua\0	a,Temporarily increases tolerance to attack by water. Effect 2.\0
1182	3	a,Resist Aqua\0	a,Temporarily increases tolerance to attack by water. Effect 3.\0
1184	1	a,Ice Bolt\0	a,Freezing attack that temporarily slows enemy's Speed. Effect 2. Power 8.\0
1184	2	a,Ice Bolt\0	a,Freezing attack that temporarily slows enemy's Speed. Effect 2. Power 9.\0
1184	3	a,Ice Bolt\0	a,Freezing attack that temporarily slows enemy's Speed. Effect 2. Power 11.\0
1184	4	a,Ice Bolt\0	a,Freezing attack that temporarily slows enemy's Speed. Effect 2. Power 13.\0
1184	5	a,Ice Bolt\0	a,Freezing attack that temporarily slows enemy's Speed. Effect 2. Power 14.\0
1184	6	a,Ice Bolt\0	a,Freezing attack that temporarily slows enemy's Speed. Effect 2. Power 16.\0
1189	1	a,Resist Wind\0	a,Temporarily increases resistance to attack by wind. Effect 1.\0
1189	2	a,Resist Wind\0	a,Temporarily increases resistance to attack by wind. Effect 2.\0
1189	3	a,Resist Wind\0	a,Temporarily increases resistance to attack by wind. Effect 3.\0
1191	1	a,Resist Fire\0	a,Temporarily increases resistance to attacks by fire. Effect 1.\0
1191	2	a,Resist Fire\0	a,Temporarily increases resistance to attacks by fire. Effect 2.\0
1191	3	a,Resist Fire\0	a,Temporarily increases resistance to attacks by fire. Effect 3.\0
1201	1	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	2	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	3	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	4	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	5	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	6	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	7	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	8	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	9	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	10	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	11	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	12	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	13	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	14	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	15	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	16	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	17	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	18	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	19	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	20	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	21	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	22	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	23	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	24	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	25	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	26	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	27	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	28	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	29	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	30	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	31	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	32	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1201	33	a,Dryad Root\0	a,Instantaneous Hold attack.\0
1204	1	a,Wind Walk\0	a,Temporarily increases Speed. Effect 1.\0
1204	2	a,Wind Walk\0	a,Temporarily increases Speed. Effect 2.\0
1206	1	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 1.\0
1206	2	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 2.\0
1206	3	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 2.\0
1206	4	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 2.\0
1206	5	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 2.\0
1206	6	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	7	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	8	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	9	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	10	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	11	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	12	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	13	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	14	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	15	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	16	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	17	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	18	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1206	19	a,Wind Shackle\0	a,Spirit of the Wind attacks, reducing target's Atk. Spd. Effect 3.\0
1216	1	a,Self Heal\0	a,Recovers one's HP. Power 42.\0
1217	1	a,Greater Heal\0	a,Restores HP. Power 371.\0
1217	2	a,Greater Heal\0	a,Restores HP. Power 384.\0
1217	3	a,Greater Heal\0	a,Restores HP. Power 398.\0
1217	4	a,Greater Heal\0	a,Restores HP. Power 426.\0
1217	5	a,Greater Heal\0	a,Restores HP. Power 441.\0
1217	6	a,Greater Heal\0	a,Restores HP. Power 455.\0
1217	7	a,Greater Heal\0	a,Restores HP. Power 484.\0
1217	8	a,Greater Heal\0	a,Restores HP. Power 499.\0
1217	9	a,Greater Heal\0	a,Restores HP. Power 514.\0
1217	10	a,Greater Heal\0	a,Restores HP. Power 544.\0
1217	11	a,Greater Heal\0	a,Restores HP. Power 559.\0
1217	12	a,Greater Heal\0	a,Restores HP. Power 574.\0
1217	13	a,Greater Heal\0	a,Restores HP. Power 603.\0
1217	14	a,Greater Heal\0	a,Restores HP. Power 618.\0
1217	15	a,Greater Heal\0	a,Restores HP. Power 633.\0
1217	16	a,Greater Heal\0	a,Restores HP. Power 647.\0
1217	17	a,Greater Heal\0	a,Restores HP. Power 662.\0
1217	18	a,Greater Heal\0	a,Restores HP. Power 676.\0
1217	19	a,Greater Heal\0	a,Restores HP. Power 690.\0
1217	20	a,Greater Heal\0	a,Restores HP. Power 704.\0
1217	21	a,Greater Heal\0	a,Restores HP. Power 718.\0
1217	22	a,Greater Heal\0	a,Restores HP. Power 731.\0
1217	23	a,Greater Heal\0	a,Restores HP. Power 745.\0
1217	24	a,Greater Heal\0	a,Restores HP. Power 758.\0
1217	25	a,Greater Heal\0	a,Restores HP. Power 770.\0
1217	26	a,Greater Heal\0	a,Restores HP. Power 783.\0
1217	27	a,Greater Heal\0	a,Restores HP. Power 795.\0
1217	28	a,Greater Heal\0	a,Restores HP. Power 806.\0
1217	29	a,Greater Heal\0	a,Restores HP. Power 817.\0
1217	30	a,Greater Heal\0	a,Restores HP. Power 828.\0
1217	31	a,Greater Heal\0	a,Restores HP. Power 839.\0
1217	32	a,Greater Heal\0	a,Restores HP. Power 849.\0
1217	33	a,Greater Heal\0	a,Restores HP. Power 858.\0
1218	1	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 371.\0
1218	2	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 384.\0
1218	3	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 398.\0
1218	4	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 426.\0
1218	5	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 441.\0
1218	6	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 455.\0
1218	7	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 484.\0
1218	8	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 499.\0
1218	9	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 514.\0
1218	10	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 544.\0
1218	11	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 559.\0
1218	12	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 574.\0
1218	13	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 603.\0
1218	14	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 618.\0
1218	15	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 633.\0
1218	16	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 647.\0
1218	17	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 662.\0
1218	18	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 676.\0
1218	19	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 690.\0
1218	20	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 704.\0
1218	21	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 718.\0
1218	22	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 731.\0
1218	23	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 745.\0
1218	24	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 758.\0
1218	25	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 770.\0
1218	26	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 783.\0
1218	27	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 795.\0
1218	28	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 806.\0
1218	29	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 817.\0
1218	30	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 828.\0
1218	31	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 839.\0
1218	32	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 849.\0
1218	33	a,Greater Battle Heal\0	a,Restores one's HP quickly. Power 858.\0
1219	1	a,Greater Group Heal\0	a,Restores party members' HP. Power 297.\0
1219	2	a,Greater Group Heal\0	a,Restores party members' HP. Power 308.\0
1219	3	a,Greater Group Heal\0	a,Restores party members' HP. Power 319.\0
1219	4	a,Greater Group Heal\0	a,Restores party members' HP. Power 341.\0
1219	5	a,Greater Group Heal\0	a,Restores party members' HP. Power 353.\0
1219	6	a,Greater Group Heal\0	a,Restores party members' HP. Power 364.\0
1219	7	a,Greater Group Heal\0	a,Restores party members' HP. Power 388.\0
1219	8	a,Greater Group Heal\0	a,Restores party members' HP. Power 399.\0
1219	9	a,Greater Group Heal\0	a,Restores party members' HP. Power 411.\0
1219	10	a,Greater Group Heal\0	a,Restores party members' HP. Power 435.\0
1219	11	a,Greater Group Heal\0	a,Restores party members' HP. Power 447.\0
1219	12	a,Greater Group Heal\0	a,Restores party members' HP. Power 459.\0
1219	13	a,Greater Group Heal\0	a,Restores party members' HP. Power 483.\0
1219	14	a,Greater Group Heal\0	a,Restores party members' HP. Power 495.\0
1219	15	a,Greater Group Heal\0	a,Restores party members' HP. Power 506.\0
1219	16	a,Greater Group Heal\0	a,Restores party members' HP. Power 518.\0
1219	17	a,Greater Group Heal\0	a,Restores party members' HP. Power 529.\0
1219	18	a,Greater Group Heal\0	a,Restores party members' HP. Power 541.\0
1219	19	a,Greater Group Heal\0	a,Restores party members' HP. Power 552.\0
1219	20	a,Greater Group Heal\0	a,Restores party members' HP. Power 563.\0
1219	21	a,Greater Group Heal\0	a,Restores party members' HP. Power 574.\0
1219	22	a,Greater Group Heal\0	a,Restores party members' HP. Power 585.\0
1219	23	a,Greater Group Heal\0	a,Restores party members' HP. Power 596.\0
1219	24	a,Greater Group Heal\0	a,Restores party members' HP. Power 606.\0
1219	25	a,Greater Group Heal\0	a,Restores party members' HP. Power 616.\0
1219	26	a,Greater Group Heal\0	a,Restores party members' HP. Power 626.\0
1219	27	a,Greater Group Heal\0	a,Restores party members' HP. Power 636.\0
1219	28	a,Greater Group Heal\0	a,Restores party members' HP. Power 645.\0
1219	29	a,Greater Group Heal\0	a,Restores party members' HP. Power 654.\0
1219	30	a,Greater Group Heal\0	a,Restores party members' HP. Power 663.\0
1219	31	a,Greater Group Heal\0	a,Restores party members' HP. Power 671.\0
1219	32	a,Greater Group Heal\0	a,Restores party members' HP. Power 679.\0
1219	33	a,Greater Group Heal\0	a,Restores party members' HP. Power 687.\0
1220	1	a,Blaze\0	a,Causes your body to erupt in flames to send a ball of fire towards your target. Power 23.\0
1220	2	a,Blaze\0	a,Causes your body to erupt in flames to send a ball of fire towards your target. Power 26.\0
1220	3	a,Blaze\0	a,Causes your body to erupt in flames to send a ball of fire towards your target. Power 29.\0
1220	4	a,Blaze\0	a,Causes your body to erupt in flames to send a ball of fire towards your target. Power 32.\0
1220	5	a,Blaze\0	a,Causes your body to erupt in flames to send a ball of fire towards your target. Power 35.\0
1220	6	a,Blaze\0	a,Causes your body to erupt in flames to send a ball of fire towards your target. Power 38.\0
1220	7	a,Blaze\0	a,Causes your body to erupt in flames to send a ball of fire towards your target. Power 42.\0
1220	8	a,Blaze\0	a,Causes your body to erupt in flames to send a ball of fire towards your target. Power 44.\0
1222	1	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 2.\0
1222	2	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	3	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	4	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	5	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	6	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	7	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	8	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	9	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	10	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	11	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	12	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	13	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	14	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1222	15	a,Curse Chaos\0	a,Instantaneous curse that reduces enemy's Accuracy. Effect 3.\0
1223	1	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 2.\0
1223	2	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	3	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	4	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	5	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	6	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	7	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	8	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	9	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	10	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	11	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	12	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	13	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	14	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1223	15	a,Surrender To Earth\0	a,Instantly decreases enemy's resistance to earth attacks. Effect 3.\0
1224	1	a,Surrender To Poison\0	a,Instantly decreases enemy's resistance to poison. Effect 2.\0
1224	2	a,Surrender To Poison\0	a,Instantly decreases enemy's resistance to poison. Effect 2.\0
1224	3	a,Surrender To Poison\0	a,Instantly decreases enemy's resistance to poison. Effect 2.\0
1224	4	a,Surrender To Poison\0	a,Instantly decreases enemy's resistance to poison. Effect 3.\0
1224	5	a,Surrender To Poison\0	a,Instantly decreases enemy's resistance to poison. Effect 3.\0
1224	6	a,Surrender To Poison\0	a,Instantly decreases enemy's resistance to poison. Effect 3.\0
