tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt1	tab1[0]	tab1[1]	tab1[2]	tab1[3]	tab1[4]	tab1[5]	tab1[6]	tab1[7]	tab1[8]	tab1[9]	tab1[10]	tab1[11]	tab1[12]	tab1[13]	cnt2	tab2[0]	tab2[1]	tab2[2]	tab2[3]	tab2[4]	tab2[5]	tab2[6]	tab2[7]	tab2[8]	tab2[9]	tab2[10]	tab2[11]	tab2[12]	tab2[13]	quest_x	quest_y	quest_z	UNK_npc1_?	UNK_npc2_?	UNK_npc3_?	npc_name	UNK_0
1	217	1	a,Testimony of Trust\0	a,	a,Quest to acquire occupation change item, 'Mark of Trust.' High Priest Hollint tells you that for the Human race to survive in the Chaotic Chronicle, they must earn the trust of the other races and combine forces with them. The Testimony of Trust is for you to become an envoy of Humans, and meet the leaders of each race in the name of trust. Visit the leader of the Elves and the Dark Elves and give each of them the letters you have received from the High Priest.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	218	1	a,Testimony of Life\0	a,	a,Quest to acquire occupation change item, 'Mark of Life.' Visit Master Cardien and he will tell you that great effort and sacrifice of young Elves is needed, for a crisis has struck among the Elves as the Mother Tree has started to wither. Follow his orders and meet Hierarch Asterios in the Elven Village.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	219	1	a,Testimony of Fate\0	a,	a,Quest to acquire occupation change item, 'Mark of Fate.' Magister Kaira tells you about Dark Elven beliefs. As you find more hidden knowledge and truth, your race will gain power. Those who uncover the forbidden knowledge will be rewarded with the Mark of Fate to honor the deed of increasing spiritual heritage. At that time you hear  the information about the apocalypse, which the Dark Elves has been waiting for. You must visit Brother Metheus in the Temple of Einhasad in in Giran, and gather information about the skull of Alders.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	220	1	a,Testimony of Glory\0	a,	a,A quest to acquire the mark of glory. Prefect Vokian says in order to survive the coming chaos, all the orc tribes must consolidate their kingdoms. He promises you the mark of glory If you can unify the orc tribes. You must prove yourself first, however. Defeat the manashen, the tyrant and the guardian basilisk, and retrieve ten items from each.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	221	1	a,Testimony of Prosperity\0	a,	a,A quest to acquire the mark of prosperity in order to change occupations. Warehouse Keeper Parman tells you that abundance is the virtue of the Dwarves. It symbolizes value, productivity, fertile land, and a sound body. If you can find the tokens that represent each four meanings of abundance, you shall receive the Mark of Prosperity which allows you to join the high-end guilds. First, hear about the meaning of each abundance from Parman before you start looking for them.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	222	1	a,Test of the Duelist\0	a,	a,Quest to acquire occupation change item, 'Mark of the Duelist.' Duelist Kaien explains that a duelist is one who has extreme abilities with weapons and there are only a few who have achieved that title. To earn the Mark of the Duelist, you must defeat the most powerful monster of each kingdom more than ten times. Look for the monsters of each province as shown in Kaien's order.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	223	1	a,Test of the Champion\0	a,	a,Quest to acquire occupation change item, 'Mark of the Champion.' Veteran Ascalon speaks of the champions with the burning mind of the Warrior during his years as a dragoon. And now he wishes to retire and pass down his Mark of the Champion to someone young and skilled. He promises to give you the mark if you fight against the other tribes on his behalf, and asks you to visit his old war companion, Mason, in the town of Dion.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	224	1	a,Test of Sagittarius\0	a,	a,Quest to acquire occupation change item, 'Mark of Sagittarius.' The leader of the Hunters Guild, Bernard, explains about the Test of Sagittarius. It is a test for the best archers, for which you may only apply if you have been approved by the best archer, Sagittarius Hamil. Take Bernard's Recommendation to Hamil in the village of Floran.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	225	1	a,Test of the Searcher\0	a,	a,Quest to acquire occupation change item, 'Mark of the Searcher.' Master Luther explains that the Mark of the Searcher is a recognition of one's 'uncovering' skills. Hunters, Elven Rangers, and Mercenaries are challenge the Test of the Searcher. In order to pass the test, you must receive a recommendation from the once best Scout of the kingdom, Alex. Visit Captain Alex in the village of Floran.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	226	1	a,Test of the Healer\0	a,	u,Quest to acquire occupation change item, ‘Mark of the Healer.' Priest Bandellos explains to you that the Test of the Healer singles out the one who can fully understand purification of light and the power of healing. He also speaks of the prophecy that a girl with the power of Einhasad will appear and purify the world. You must investigate the girl that he claims to be that Sainte. First, look for Perrin as per Priest Bandellos's orders.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	227	1	a,Test of the Reformer\0	a,	u,Quest to acquire occupation change item, ‘Mark of the Reformer.' Ask Priestess Pupina about the problems related to the Order of Einhasad, and he will answer that most of the Priests are concerned with the same question. She advises you to visit the Execution Grounds of Dion to look for answers. As per the Priestess's orders, defeat the ‘nameless spirits' of the Execution Grounds. You must use the Disrupt Undead skill for the final blow.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	228	1	a,Test of Magus\0	a,	u,Quest to acquire occupation change item, ‘Mark of Magus.' Bard Rukal says in order to practice high-level elemental magic, you must fully understand the temperaments of the four elements. The Test of Magus examines how much you know about this. And to apply for the test you must uncover the source of the ominous songs that has been heard in recent nights. Find Parina in the village of Gludin according to Rukal's orders.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	229	1	a,Test of Witchcraft\0	a,	u,Quest to acquire occupation change item, ‘Mark of Witchcraft.' Orim of the Shadow laments about the prejudice on black magic, and tells you to be prepared for the negligence and the contempt from everyone in order to learn the Dark Arts. He will give the Mark of Witchcraft if you help him unlock the mysteries of Aklantoth's Box. And, to open the box you must obtain six jewels. He asks you to investigate the ancient jewels that were sold during the recent auction, and visit Trader Alexandria in the town of Giran.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	230	1	a,Test of the Summoner\0	a,	u,Quest to acquire occupation change item, ‘Mark of the Summoner.' High Summoner Galatea explains that an outstanding Summoner should possess a high standard of magical powers and a strong sense of willpower and the testing of these gifts is the Test of the Summoner. The player has to win six duels with six different Summoners in order to pass the test but first make the arcana card which is essential in the duel. Take Galatea's letter and meet at the town of Dion with Merchant Lara.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	231	1	a,Test of the Maestro\0	a,	u,Quest to acquire occupation change item, ‘Mark of the Maestro.' First Elder Lockirin speaks of the Test of the Maestro, which singles out the best craftsman of the Dwarves. You must earn recommendations from each of the three Elders to pass the test. Meet several Elders in the Council, serve their errands and earn their recommendations.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	232	1	a,Test of the Lord\0	a,	u,Quest to acquire occupation change item, ‘Mark of the Lord.' The Paagrio Lord, Kakai, explains about Overlords as Shamans who lead each Clan. You must pass the Test of the Lord to become one. According to Kakai's orders, visit each of the five Chiefs and earn their respect.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	233	1	a,Test of the War Spirit\0	a,	a,Quest to acquire occupation change item, 'Mark of the War Spirit.' Seer Somak speaks of the Test of the War Spirit, where you can become a Warcryer, the highest-level Shaman who governs the spirits of combat. You must summon the spirit of dead heroes in the battlefield and utilize their power as your own. To challenge this test, you must uncover the skulls of the four Warriors: Braki the Clever, Kiruna the Brave, Tonar the Super, and Hermort the Indomitable.\0	0															0															0.00000000	0.00000000	0.00000000	39	0	3	a,	1
1	9999	1	a,none\0	a,	a,none\0	0															0															0.00000000	0.00000000	0.00000000	0	0	0	a,	0
1	257	1	a,The Guard is Busy\0	a,War with the Primitive Tribe\0	a,The plan to move the people of Gludio to Talking Island has been announced. The island must be made safe for them. Eliminate the orcs and werewolves and bring proof to the Lord. Then, you'll be rewarded. Hunt orcs, orc archers, orc fighters, orc lieutenants, orc fighter leaders, werewolves, werewolf hunters and werewolf chieftains.\0	3	752	1085	1086												3	0	0	0												0.00000000	0.00000000	0.00000000	6	16	2	a,	0
1	258	1	a,Bring Wolf Pelts\0	a,Wolf Pelts\0	a,Sir Windawood asks Trader Lector to create leather equipment for the militia. Lector is a great tailor, but is short of materials. He asks you to collect forty wolf pelts and bring them to him right away.\0	1	702														1	40														-99584.00000000	237888.00000000	-3573.00000000	3	9	2	a,Eastern Territory of Talking Island\0	1
1	258	2	a,Bring Wolf Pelts\0	a,Return to Trader Lector\0	a,You've collected 40 wolf pelts.Take them to Trader Lector so he can make leather armor for the militia.\0	0															0															-86385.00000000	243267.00000000	-3717.00000000	3	9	2	a,Trader Lector\0	0
1	260	1	a,Hunt the Orcs\0	a,Hunt for Kaboo Orcs\0	a,The Kaboo orcs in the Misty Mountains have begun attacking the Elven Forest. The Hierarch has ordered Sentinel Rayen to recruit warriors to battle them. The Hierarch will reward those who destroy Kaboo orcs and bring proof.\0	2	1114	1115													2	0	0													0.00000000	0.00000000	0.00000000	6	16	2	a,	0
1	261	1	a,Collector's Dream\0	a,Collect Spider Legs\0	a,Alshupes, a collector of unusual claws and pelts, is interested in giant spiders. He asks you to bring him eight legs of crimson spiders, hook spiders or pincer spiders.\0	1	1087														1	8														2780.00000000	59360.00000000	-3700.00000000	15	21	2	a,Elven Forest\0	1
1	261	2	a,Collector's Dream\0	a,Return to Alshupes\0	a,You have collected eight legs of giant spiders. Take them to Alshupes to receive your reward.\0	0															0															45859.00000000	50827.00000000	-3058.00000000	15	21	2	a,Alshupes\0	0
1	262	1	a,Trade with the Ivory Tower\0	a,Spore Fungus\0	a,Trader Vollodos, who's had extensive dealing with the Mystics of the Ivory Tower, tells you that lately many Mystics are looking for fungus spores. He offers you a reward if you'll bring him fungus spores. He tells you that you can obtain spores by slaying spore fungi in the Dark Forest. Hunt green fungi and blood fungi.\0	1	707														1	10														-14592.00000000	14768.00000000	-3690.00000000	8	16	2	a,Dark Forest\0	1
1	262	2	a,Trade with the Ivory Tower\0	a,Return to Trader Vollodos\0	a,You have collected 10 spore sacs. Take them to Trader Vollodos in the Dark Elven Village for a reward.\0	0															0															11951.00000000	15661.00000000	-4554.00000000	8	16	2	a,Trader Vollodos\0	0
1	263	1	a,Orc Subjugation\0	a,Hunt for Balor Orcs\0	a,Balor orcs have invaded the Dark Forest, and the Dark Elves are fiercely defending their territory from their former slaves. Defeat the Balor orcs and bring proof to Sentry Kayleen for a reward. Hunt Balor orc archers, Balor orc fighters, Balor orc lieutenants and Balor orc fighter leaders.\0	2	1116	1117													2	0	0													-14592.00000000	14768.00000000	-3690.00000000	8	16	2	a,Dark Forest\0	1
1	264	1	a,Keen Claws\0	a,Collect Claws\0	a,Trader Payne is a famous maker of arrowheads. Recently he was asked by Sir Kiel Nighthawk to make hooked arrows from wolf claws. In order to make the arrows in time, he needs someone to help him to collect the ingredients. Collect and bring him fifty wolf claws. Hunt ashen wolves and goblins.\0	1	1367														1	50														29398.00000000	14200.00000000	-3616.00000000	3	9	2	a,Shilen's Garden\0	1
1	264	2	a,Keen Claws\0	a,Return to Trader Payne\0	a,You've collected 50 wolf claws. Take them to Trader Payne so that he can make the arrows.\0	0															0															10823.00000000	18013.00000000	-4554.00000000	3	9	2	a,Trader Payne\0	0
1	265	1	a,Chains of Slavery\0	a,Imp Shackle\0	a,The imps were created to serve the Dark Elves, but recently have broken the spell that had been binding them and escaped into the woods. The Dark Elven Tetrarchs are preparing a spell to recapture the imps, but they must have an imp shackle. Go to the Dark Elven Forest and take an imp shackle to Sentry Kristin. Hunt imps and imp elders.\0	1	1368														1	0														24512.00000000	13280.00000000	-3616.00000000	6	11	2	a,Shilen's Garden\0	1
1	266	1	a,Pleas of Pixies\0	a,Collect Fangs\0	a,The Queen of the Pixies is preparing a spell to protect nesting birds in the Elven Forest from keltirs and wolves. Pixy Murika has been ordered to collect the ingredients needed. She asks you to bring her 100 red keltir or gray wolf fangs. She will reward you with a sparkling stone that was found in the forest. Hunt young red keltirs, red keltirs, elder red keltirs and gray wolves.\0	1	1334														1	100														39600.00000000	38724.00000000	-3568.00000000	3	8	2	a,Shadow of the Mother Tree\0	1
1	266	2	a,Pleas of Pixies\0	a,Return to Pixy Murika\0	a,You have collected 100 fangs. Take them to Pixy Murika so that the birds in the Elven Forest can be protected.\0	0															0															49262.00000000	53607.00000000	-3216.00000000	3	8	2	a,Pixy Murika\0	0
1	267	1	a,Wrath of Verdure\0	a,Goblin Hunting\0	a,The olen treants guarding the Elven Forest seek revenge on the goblins that damaged the forest. So far the sly goblins have managed to escape punishment. Treant Bremac asks for your help. Defeat the goblins and return the clubs that they stole to Treant Bremac and you shall be rewarded. Hunt the goblin raider.\0	1	1335														1	0														50556.00000000	46156.00000000	-3568.00000000	4	9	2	a,Shadow of the Mother Tree\0	1
1	271	1	a,Proof of Valor\0	a,Kasha Wolf Fang\0	a,Praetorian Rukain treats young Orcs as if they were children. He believes that those who wish to become Orc Fighters must prove their valor by hunting kasha wolves and bringing back fifty of their fangs.\0	1	1473														1	50														-37168.00000000	-114736.00000000	-1872.00000000	4	8	2	a,Hero's Valley\0	1
1	271	2	a,Proof of Valor\0	a,Return to Praetorian Rukain\0	a,You have taken 50 fangs from the kasha wolves. You have done what it takes to become a brave Orc Fighter. Return to Praetorian Rukain and receive your Proof of Valor.\0	0															0															-46576.00000000	-117311.00000000	-242.00000000	4	8	2	a,Praetorian Rukain\0	0
1	272	1	a,Wrath of Ancestors\0	a,The Terrible End of a Grave Robber\0	a,Seer Livina says that the spirits of the ancestors have been angered by repeated desecrations of Utuku graves by goblin grave robbers. KIll the goblin grave robbers and bring back fifty of their heads. Only then can Seer Livina perform a ritual that will calm the anger of the ancestors. You will find the goblin grave robbers in Hero's Valley and the goblin tomb raider leaders on the northern Immortal Plateau.\0	1	1474														1	50														0.00000000	0.00000000	0.00000000	5	16	2	a,	1
1	272	2	a,Wrath of Ancestors\0	a,Return to Seer Livina\0	a,You have collected 50 heads of goblin grave robbers. Take them to Seer Livina.\0	0															0															-45864.00000000	-112540.00000000	-199.00000000	5	16	2	a,Seer Livina\0	0
1	273	1	a,Invaders of the Holy Land\0	a,Rakeclaw Imp\0	a,Atuba Chief Varkees reports that rakeclaw imps have invaded the Immortal Plateau, polluting the holy land of the Orcs. He explains that rakeclaw imps were created and are being controlled by someone who uses witchcraft. Defeat the vile invaders and collect the soulstones embedded in their hearts to find out who is controlling them. If you bring the red soul stones back to Varkees, you'll receive a greater reward. In Hero's Valley you must kill rakeclaw imps and rakeclaw imp hunters. On the northern Immortal Plateau, hunt rakeclaw imp chieftains.\0	2	1476	1475													2	0	0													0.00000000	0.00000000	0.00000000	6	14	2	a,	0
1	274	1	a,Skirmish with the Werewolves\0	a,Blood Relatives' Revenge\0	a,War has been declared against the fearless Maraku werewolves who dared to kill the Paagrio Lord's messenger! They had the audacity to send his head as an answer! Prefect Brukurse asks you to slay the Maraku werewolves and bring back forty of their heads.\0	1	1477														1	40														-21920.00000000	-116368.00000000	-2992.00000000	9	18	2	a,Northern Immortal Plateau\0	1
1	274	2	a,Skirmish with the Werewolves\0	a,Return to Prefect Brukurse\0	a,You have collected 40 Maraku werewolf heads. Take them to Prefect Brukurse.\0	0															0															-45952.00000000	-114784.00000000	-199.00000000	9	18	2	a,Prefect Brukurse\0	0
1	275	1	a,Dark Winged Spies\0	a,Varangka's Messenger\0	a,Varangka is plotting the destruction of the Orc kingdom. He's using darkwing bats to spy on the Orcs. The Magisters have requested darkwing bat fangs in order to protect their territories from the approaching beasts. Neruga Chief Tantus has asked that you hunt darkwing bats and bring back seventy of their fangs. Hunt darkwing bats and Varangka's trackers.\0	1	1478														1	70														-21920.00000000	-116368.00000000	-2992.00000000	11	15	2	a,Northern Immortal Plateau\0	1
1	275	2	a,Dark Winged Spies\0	a,Return to Neruga Chief Tantus\0	a,You've collected 70 darkwing bat fangs that can be used to stop Varangka's influence. Take them to Neruga Chief Tantus and set up a magic force field that will block Varangka's spell.\0	0															0															-46247.00000000	-113866.00000000	-21.00000000	11	15	2	a,Neruga Chief Tantus\0	0
1	276	1	a,Totem of the Hestui\0	a,Purification of the Grizzlies\0	a,Many gray bears on the Immortal Plateau have recently become possessed with the evil spirit of Kasha, the spirit of death and decay. This worries Seer Tanapi, who explains that the gray bear is the protective totem of the Hestui Orc tribe. He asks you to kill the possessed gray bears and put their souls to rest. While hunting kasha bears, you will run into the Kasha bear totem spirit. Kill it and take the proof to Seer Tanapi. Hunt Kasha bears and Kasha bear totem spirits.\0	1	1481														1	1														3260.00000000	-127148.00000000	-3336.00000000	15	21	2	a,Northern Immortal Plateau\0	1
1	276	2	a,Totem of the Hestui\0	a,Return to Seer Tanapi\0	a,You've obtained the crystals of the Kasha bear totem spirits! Take them to Seer Tanapi.\0	0															0															-45863.00000000	-112621.00000000	-200.00000000	15	21	2	a,Seer Tanapi\0	0
1	277	1	a,Gatekeeper's Offering\0	a,Collect Starstones\0	a,Gatekeeper Tamil says that in order to complete his teleport magic, he needs the aid of the totem spirit of the spider. To get this, he must make regular offerings. He asks you to collect 20 starstones from the graystone golems. He will reward you with a token for a free teleportation to Gludin.\0	1	1572														1	20														-21920.00000000	-116368.00000000	-2992.00000000	15	21	2	a,Northern Immortal Plateau\0	1
1	277	2	a,Gatekeeper's Offering\0	a,Return to Gatekeeper Tamil\0	a,You have slain the graystone golems and collected 20 star stones. Take them to Gatekeeper Tamil so that he can perform a new ritual.\0	0															0															-45264.00000000	-112512.00000000	-235.00000000	15	21	2	a,Gatekeeper Tamil\0	0
1	291	1	a,Revenge of the Redbonnet\0	a,Maryse's Anger\0	a,Maryse Redbonnet lost her family and very nearly her own life to wolves as a child, and therefore burns with hatred for them. She asks that you hunt the black wolves around the village, gather forty of their pelts and bring them back to her. She will reward you with her grandmother's heirloom.\0	1	1482														1	40														119636.00000000	-187464.00000000	-3496.00000000	4	8	2	a,Frozen Valley\0	1
1	291	2	a,Revenge of the Redbonnet\0	a,Maryse's Revenge\0	a,As Maryse Redbonnet requested, you've hunted wolves and collected 40 wolf pelts. Take them to her.\0	0															0															116852.00000000	-183595.00000000	-1566.00000000	4	8	2	a,Maryse Redbonnet\0	0
1	292	1	a,Brigands Sweep\0	a,Goblin Hunting\0	a,Elder Spiron of the Golden Wheel Guild says that his guild has suffered extensive trade losses recently because of goblin brigands, and asks you to purge them from the mountains. Defeat the goblins, collect their necklaces and bring them back for a reward. Hunt goblin snoopers, goblin brigands, goblin brigand lieutenants, goblin brigand leaders and the goblin lord.\0	4	1483	1484	1485	1487											4	0	0	0	1											0.00000000	0.00000000	0.00000000	5	18	2	a,	1
1	292	2	a,Brigands Sweep\0	a,Suspicious Contract\0	a,When you re-assemble the pieces of the memo, you see that it's a contract between the Silver Scale Guild and a bandit. Elder Spiron of the Golden Wheel Guild and Balanki of the Silver Scale Guild would both find this very interesting... Or you could continue to hunt... Hunt the goblin snoopers, goblin brigands, goblin brigand lieutenants, goblin brigand leaders and the goblin lord.\0	4	1483	1484	1485	1487											4	0	0	0	1											0.00000000	0.00000000	0.00000000	5	18	2	a,	1
1	293	1	a,The Hidden Veins\0	a,Chrysolite\0	a,Elder Filaur of the Gray Column Guild asks you to help with the search for hidden chrysolite veins. Defeat the Utuku orcs and bring the chrysolite ore they possess to receive a reward. Also collect the four pieces of the map that indicates the location of the vein, and take them to Maphr Priestess Chichirin who will put them together. Take the map to Elder Filaur to claim a great reward. Hunt Utuku orcs, and Utuku orc grunts in Frozen Valley. Hunt Utuku orc archers in the Western Mining Region.\0	3	1488	1489	1490												3	0	0	0												0.00000000	0.00000000	0.00000000	6	15	2	a,	0
1	294	1	a,Covert Business\0	a,Hardin's Request\0	a,The notorious Black Mage Hardin has asked the Bronze Key Guild to gather bat fangs. For unknown reasons Elder Keef has accepted this request and begun covert dealings with Hardin. Hardin has asked them to slay blade bats or barbed bats and bring back 100 of their fangs. It's dirty work, but the warriors of the guild are happy to do it. You must be very discreet. Hunt blade bats and barbed bats.\0	1	1491														1	100														125596.00000000	-209285.00000000	-3208.00000000	10	16	2	a,Western Mining Region\0	1
1	294	2	a,Covert Business\0	a,Return to Bronze Key's Keef\0	a,You've collected 100 bat fangs. Hurry and take them to Elder Keef of the Bronze Key Guild before anyone sees you.\0	0															0															116190.00000000	-178615.00000000	-948.00000000	10	16	2	a,Bronze Key's Keef\0	0
1	295	1	a,Dreaming of the Skies\0	a,Collect Floating Stones\0	a,Elder Arin, leader of the Black Anvil Guild, has long dreamed of mastering the technology of the Titans and developing the ultimate flying machine. He requires research materials. He asks you to collect 50 floating stones and bring them to him. These stones may be obtained by hunting magical weavers.\0	1	1492														1	50														120235.00000000	-208288.00000000	-3720.00000000	11	15	2	a,Western Mining Region\0	1
1	295	2	a,Dreaming of the Skies\0	a,Return to Arin\0	a,You have collected 50 floating stones. Take them to Elder Arin of the Black Anvil Guild in Dwarven Village to claim your reward.\0	0															0															116103.00000000	-178653.00000000	-948.00000000	11	15	2	a,Black Anvil's Arin.\0	0
1	296	1	a,Tarantula's Spider Silk\0	a,Material for Formal Wear\0	a,The king of Elmore has requested the best spider silk formal wear to be made for the emissaries that are being dispatched to Aden. Trader Mion, a tailor from the Silver Scale Guild, doesn't have enough material and asks you to collect tarantula spider silk. Kill the hunter tarantulas and plunder tarantulas and bring back their silk for a reward. Spider silk may also be acquired by taking tarantula spinnerettes to Defender Nathan. Hunt hunter taratulas and plunder tarantulas.\0	2	1493	1494													2	0	0													141144.00000000	-208372.00000000	-3456.00000000	15	21	2	a,Western Mining Region\0	1
1	297	1	a,Gatekeeper's Favor\0	a,Collect Starstones\0	a,Gatekeeper Wirphy of the Dwarven Village is made from the technology of ancient giants. She is exhausted after teleporting a large group of traders. She asks you to collect 20 starstones, the ancient giants' source of energy, and bring them to her. Hunt the whinstone golems.\0	1	1573														1	20														134206.00000000	-196643.00000000	-3624.00000000	15	21	2	a,Western Mining Region\0	1
1	297	2	a,Gatekeeper's Favor\0	a,Wirphy's Energy Source\0	a,You have obtained 20 starstones. Take them to Gatekeeper Wirphy in Dwarven Village.\0	0															0															115072.00000000	-178176.00000000	-906.00000000	15	21	2	a,Gatekeeper Wirphy\0	0
1	303	1	a,Collect Arrowheads\0	a,Turath Orcs' Bow\0	a,Master Minia of the Fighters Guild is a collector of odd weapons. She has recently become interested in the weaponry of theTurath orc marksmen, and asks you to retrieve their arrowheads in the Elven Ruins.\0	1	963														1	10														-112720.00000000	234880.00000000	-3693.00000000	10	14	2	a,Elven Ruins\0	1
1	303	2	a,Collect Arrowheads\0	a,Return to Master Minia\0	a,You've collected 10 arrowheads from Tunath orc marksmen. Take them to Master Minia of the Fighters Guild in Talking Island Village.\0	0															0															-83175.00000000	243065.00000000	-3718.00000000	10	14	2	a,Master Minia\0	0
1	306	1	a,Crystals of Fire and Ice\0	a,Soulstone Fragment\0	a,Trader Katerina specializes in jewelry. She asks you to go to the Elven Ruins and collect soul ore shards, which were used by ancient Elven mystics. Hunt salamanders and undines in the Elven Ruins to obtain flame shards and ice shards respectively. Hunt salamanders, salamander elders, salamander nobles, undines, undine elders and undine nobles.\0	2	1020	1021													2	0	0													-112720.00000000	234880.00000000	-3693.00000000	17	23	2	a,Elven Ruins\0	1
1	313	1	a,Collect Spores\0	a,Research of Spores\0	a,The Elven Forest is being slowly contaminated by the poisonous Sea of Spores. The Elven Hierarachs are researching a neutralizer with the aid of Trader Herbiel. Herbiel asks for spore powder, essential to the research. Collect 10 spore sacs from spore fungi found in the Elven Forest and take them to Herbiel.\0	1	1118														1	10														35397.00000000	62904.00000000	-3752.00000000	8	13	2	a,Elven Forest\0	1
1	313	2	a,Collect Spores\0	a,Return to Trader Herbiel\0	a,You've collected 10 spore sacs. Take them to Trader Herbiel of the Elven Village so that they can be used for spore research.\0	0															0															42766.00000000	50037.00000000	-2984.00000000	8	13	2	a,Trader Herbiel\0	0
1	316	1	a,Destroy Plague Carriers\0	a,Plague Carriers\0	u,The ratmen, known by Elves as “the plague carriers,” were responsible for an epidemic in the Elven Forest and once fought on the side of the Dark Elves. Understandably, the Elves harbor great bitterness towards them. Master Ellenia asks you to kill the ratmen that are nesting in the Elven Underground Fortress. You must especially destroy Varool Foulclaw, their boss, and bring her back his fangs as proof. She has promised you a reward. Hunt the sukar wererats, the sukar wererat leaders and Varool Foulclaw.\0	2	1042	1043													2	0	1													29001.00000000	74906.00000000	-3780.00000000	18	24	2	a,Elven Fortress\0	1
1	317	1	a,Catch the Wind\0	a,The Spirit of the Storm\0	u,Lireins, the spirits of the storm, possess a soulstone known as "wind shard” in their bodies. Rizraell asks you to collect them to create the “Scroll of the Wind.” Defeat the lireins and return the wind shards to Rizraell. You will find lireins near the Neutral Zone towards the end of the Elven Forest.\0	1	1078														1	0														3184.00000000	62308.00000000	-3824.00000000	18	23	2	a,Elven Forest\0	1
1	319	1	a,Scent of Death\0	a,Special Fertilizer\0	a,Trader Minaless, who grows herbs on the side, has recently been growing a flower called nightshade. This plant requires a special fertilizer known as zombie dust. You must have zombie skin in order to create zombie dust. Trader Minaless asks you to go to the Marshlands south of the Dark Forest, slay the marsh zombies and bring back five zombie skins.\0	1	1045														1	5														-13648.00000000	46064.00000000	-3611.00000000	11	18	2	a,Swampland\0	1
1	319	2	a,Scent of Death\0	a,Return to Trader Minaless\0	a,You've obtained five zombie skins as requested. Deliver them to Trader Minaless in Dark Elven Village.\0	0															0															12009.00000000	15704.00000000	-4554.00000000	11	18	2	a,Trader Minaless\0	0
1	320	1	a,Bones Tell the Future\0	a,Dead Men's Bones\0	a,Tetrarch Kaitar tells the future by throwing the bones of the undead. He performs a monthly reading to predict any imminent threat to the Dark Elves. He needs more bone fragments of the undead and asks you to go and collect 10 of them for him. You can obtain them by going to the School of Dark Arts and slaying skeletons.\0	1	809														1	10														-47120.00000000	59136.00000000	-3328.00000000	10	18	2	a,School of Dark Arts\0	1
1	320	2	a,Bones Tell the Future\0	a,Return to Tetrarch Kaitar\0	a,You have collected 10 bone fragments from the undead skeletons. Take them to Tetrarch Kaitar and claim your reward.\0	0															0															11235.00000000	14078.00000000	-4242.00000000	10	18	2	a,Tetrarch Kaitar\0	0
1	324	1	a,Sweetest Venom\0	a,Dreviant Wine\0	a,Astaron explains that dreviant wine is brewed from spider venom. He wants to use grapes imported from Gludio a while back by Trader Vollodos. He asks that you obtain 10 spider venom sacs which are the most difficult to find among the ingredients he needs. Hunt spiders in the Dark Forest and return the sacs to Astaron for a reward. Hunt poison spiders, arachnid trackers and prowlers.\0	1	1077														1	10														-66304.00000000	81472.00000000	-3344.00000000	18	23	2	a,Spider Nest\0	1
1	324	2	a,Sweetest Venom\0	a,Return to Astaron\0	a,You've collected 10 spider venom sacs. Take them to Astaron so he can make dreviant wine.\0	0															0															12328.00000000	14947.00000000	-4574.00000000	18	23	2	a,Astaron\0	0
1	325	1	a,Grim Collector\0	a,Collecting Corpses\0	a,While discussing the ruins, Guard Curtis speaks of some good work and tells you about Samed. Visit Samed and talk about Curtis. You'll be asked to run an errand.\0	9	1353	1354	1355	1356	1357	1358	1350	1351	1352						9	0	0	0	0	0	0	0	0	0						0.00000000	0.00000000	0.00000000	15	26	2	a,	1
1	326	1	a,Vanquish Remnants\0	a,War with the Ol Mahums\0	a,The Black Lion Mercenaries, hired by the Lord of Gludio to dispose of the ol mahums, have performed very poorly. Having suffered massive losses, they are recruiting skilled fighters to join their battle against the ol mahums. Defeat the ol mahums and collect their badges as proof. Leopold will reward you.\0	3	1359	1360	1361												3	0	0	0												-52768.00000000	141120.00000000	-2864.00000000	21	30	2	a,Abandoned Camp\0	1
