id	name	add_name	description	popup
1473	Kasha Wolf Fang		a,A fang that is obtained by killing a kasha wolf. Collect fifty and take these to Praetorian Rukain.\0	-1
1474	Grave Robber's Head		a,The head of goblin robbers, who damaged the graves of Orc ancestors. Collect fifty to take to Seer Livina.\0	-1
1475	Black Soulstone		a,A black soulstone pulled out of the heart of a rakeclaw imp. Collect these to take to Atuba Chief Varkees.\0	-1
1476	Red Soulstone		a,A red soulstone pulled out of the heart of a rakeclaw imp. Collect these to take to Atuba Chief Varkees.\0	-1
1477	Maraku Werewolf Head		a,The head of a Maraku Werewolf that has been cut off after they were defeated. Collect forty of these and take them to Prefect Brukurse.\0	-1
1478	Darkwing Bat Fang		a,A fang of a Darkwing bat. Collect 70 of these and take them to Neruga Chief Tantus.\0	-1
1479	Varangka's Parasite		a,An evil parasite that summons Varangka's Trackers.\0	-1
1480	Kasha Parasite		a,A parasite-type evil spirit that comes out of the gray bear polluted by kasha's evil spirit. This is the key calling forth the kasha totem spirit.\0	-1
1481	Kasha Crystal		a,A crystal obtained by killing the gray bear totem polluted by kasha's evil spirit. Take this to Seer Tanapi.\0	-1
1482	Black Wolf Pelt		a,Pelt of a black wolf. Collect 40 to take to Marife Redbonnet.\0	-1
1483	Goblin Necklace		a,A necklace obtained by killing a low-level goblin. Collect these and take them to Golden Wheel's Spiron.\0	-1
1484	Goblin Pendant		a,A necklace obtained by killing a high-level goblin. Collect these and take them to Golden Wheel's Spiron.\0	-1
1485	Goblin Lord Pendant		a,A necklace obtained by killing the goblin lord. Collect these and take them to Golden Wheel's Spiron.\0	-1
1486	Suspicious Memo		a, A suspicious memo obtained by killing a goblin brigand leader. Take this to Golden Wheel's Spiron.\0	-1
1487	Suspicious Contract		a,A suspicious contract completed by collecting suspicious memos. This contract reveals that the Silver Scale Guild requested the brigands to attack the freight wagons.\0	-1
1488	Chrysolite Ore		a,Chrysolite ore taken by defeating Utuku orcs. Collect these and take them to Gray Pillar's Filaur.\0	-1
1489	Torn Map Fragment		a,A part of the map that reveals the hidden vein of Chrysolite. If you collect four pieces, you can complete a map.\0	-1
1490	Hidden Ore Map		a,A map that reveals the hidden vein of Chrysolite. Take this to Gray Pillar's Filaur.\0	-1
1491	Bat Fang		a,A fang taken by killing a blade bat or a barb bat. Collect 100 and take them to Bronze Key's Keef\0	-1
1492	Floating Stone		a,A stone that floats on water. Obtain it from Magical Weaver. Collect 50 and take them to Black Anvil's Arin.\0	-1
1493	Tarantula Spider Silk		a,The spider silk that makes when making their nests. Collect these and take them to Trader Mion.\0	-1
1494	Tarantula Spinnerette		a,A pocket shaped organ that makes spider silk. Take this to Defender Nathan.\0	-1
1495	Giant Spider Skin		a,The husk of a giant spider that you peel off. Collect them and take them to Edmond.\0	-1
1496	Voucher of Flame		a,This token represents the qualification of Orc fighters. Take this and go to the Flame Guardian Vulkus.\0	-1
1497	Necklace of Flame		a,The necklace of flame given by Vulkus. Hand this to Kakai, the Lord of Flame, and also the king of the Orcs.\0	-1
1498	License of Miner		a,A license given to Dwarves to allow them mining. Take this and go to Foreman Laferon.\0	-1
1499	Laferon's Recommendation		a,The recommendation of Foreman Laferon. Take this and go to First Elder Lockirin.\0	-1
1500	Totem of Hestui		a,The totem of the Hestui. Can be sold in any shop for a high price.\0	-1
1501	Maraku Werewolf Totem		a,Maraku Wolfmen Totem. Can be sold in any shop.\0	-1
1502	Grandma's Pearl		a,An article left by the grandmother of the redbonnet. Can be sold in any shop for a high price.\0	-1
1503	Grandma's Mirror		a,An article left by the grandmother of the redbonnet. Can be sold in any shop.\0	-1
1504	Grandma's Necklace		a,An article left by the grandmother of the redbonnet. Can be sold in any shop.\0	-1
1505	Grandma's Hairpin		a,An article left by the grandmother of the redbonnet. Can be sold in any shop.\0	-1
1512	Spellbook: Confusion		a,Spellbook required for Confusion magic. Used by Palus Knights and Assassins.\0	-1
1513	Spellbook: Charm		a,Spellbook required for Charm magic. Used by Elven Knights and Elven Scouts.\0	-1
1514	Spellbook: Resurrection		a,Spellbook required for Resurrection magic. Used by Clerics, Elven Oracles, and Shillien Oracles.\0	-1
1515	Spellbook: Kiss of Eva		a,Spellbook required for Kiss of Eva magic. Used by Clerics, Elven Oracles and Shillien Oracles.\0	-1
1516	Spellbook: Corpse Life Drain		a,Spellbook required for Corpse Life Drain magic. Used by Human Wizards and Dark Wizards.\0	-1
1517	Spellbook: Body To Mind		a,Spellbook required for Body To Mind magic. Used by Human Wizards and Dark Wizards.\0	-1
1518	Amulet: Flame Chant		a,Amulet required for the Flame Chant spell. Used by Orc Shamans.\0	-1
1519	Amulet: Power Of Paagrio		a,Amulet required for the Power of Paagrio spell. Used by Orc Shamans.\0	-1
1520	Amulet: Blessing Of Paagrio		a,Amulet required for the Blessing of Paagrio spell. Used by Orc Shamans.\0	-1
1521	Amulet: Chant of Fire		a,Amulet required for the Chant of Fire spell. Used by Orc Shamans.\0	-1
1522	Amulet: Chant of Battle		a,Amulet required for the Chant of Battle spell. Used by Orc Mystics.\0	-1
1523	Amulet: Chant of Shielding		a,Amulet required for the Chant of Shielding spell. Used by Orc Shamans.\0	-1
1524	Amulet: Soul Shield		a,Amulet required for the Soul Shield spell. Used by Orc Mystics.\0	-1
1525	Amulet: Life Drain		a,Amulet required for the Life Drain spell. Used by Orc Mystics.\0	-1
1526	Amulet: Fear		a,Amulet required for the Fear spell. Used by Orc Mystics.\0	-1
1527	Amulet: Venom		a,Amulet required for the Venom spell. Used by Orc Mystics.\0	-1
1528	Amulet: Seal of Chaos		a,Amulet required for the Seal of Chaos spell. Used by Orc Shamans.\0	-1
1529	Amulet: Dreaming Spirit		a,Amulet required for the Spirit Dream spell. Used by Orc Mystics.\0	-1
1530	Amulet: Seal of Slow		a,Amulet required for the Seal of Slow spell. Used by Orc Shamans.\0	-1
1531	Amulet: Chill Flame		a,Amulet required for the Chill Flame spell. Used by Orc Mystics.\0	-1
1532	Amulet: Blaze Quake		a,Amulet required for the Blaze Quake spell. Used by Orc Shamans.\0	-1
1533	Amulet: Aura Sink		a,Amulet required for the Aura Sink spell. Used by Orc Shamans.\0	-1
1534	Amulet: Madness		a,Amulet required for the Madness spell. Used by Orc Shamans.\0	-1
1535	Amulet: Frost Flame		a,An amulet that is needed for the Frost Flame spell. Used by Orc Shamans.\0	-1
1536	Amulet: Seal of Binding		a,Amulet required for the Seal of Binding spell. Used by Orc Shamans.\0	-1
1537	Amulet: Seal of Poison		a,Amulet required for the Seal of Poison spell. Used by Orc Shamans.\0	-1
1538	Blessed Scroll of Escape		a,A magical scroll that relocates you to the nearest village\0	-1
1539	Greater Healing Potion		a,A magical potion that quickly restores HP. Its effect lasts for 15 seconds.\0	-1
1540	Quick Healing Potion		a,A magical potion that quickly restores HP.\0	-1
1541	Honey Khandar		a,A miraculous medicine made of the mixture of honey and khandar extract. Take this to Centurion Nakusin.\0	-1
1542	Bear Fur Cloak		a,A cloak made of grizzly bear's fur. Excellent for keeping warm. Take this to Centurion Nakusin.\0	-1
1543	Bloody Axe		a,An axe that holds the blood of wild animals. It is said to strengthen its owner's life force. Take this to Centurion Nakusin.\0	-1
1544	Ancestor Skull		a,A skull of an ancestor of Urutus. It is said to strengthen its owner's life force. Take this to Centurion Nakusin.\0	-1
1545	Spider Dust		a,A grain of powder made of dried legs of poisonous spiders. Smelling it will make you feel refreshed. Take this to Centurion Nakusin.\0	-1
1546	Deep Sea Orb		a,A pearl brought out of a deep sea. It is said to help predict the future. Take this to Centurion Nakusin.\0	-1
1547	Bolter's List		a,The list of things that Bolter wants you to bring from the village.\0	-1
1548	Mining Boots		a,A pair of mining boots you got from Trader Garita. Take this to Miner Bolter.\0	-1
1549	Miner's Pick		a,A miner's pick you got from Blacksmith Brunon. Take this to Miner Bolter.\0	-1
1550	Boomboom Powder		a,A sack of boomboom powder you got from Trader Shari. Take this to Miner Bolter.\0	-1
1551	Redstone Beer		a,Delicious beer you got from Warehouse Chief Reed. Take this to Miner Bolter.\0	-1
1552	Bolter's Smelly Socks		a,A pair of socks that Miner Bolter gave you. For what...?\0	-1
1553	Hatos's 1st Order		a,The order to kill Baranka's Messenger. After killing him, recover the letter and take it to Urutu Chief Hatos.\0	-1
1554	Hatos's 2nd Order		a,The order states that you must kill Baranka's Messenger. After killing him, recover the letter and take it to Urutu Chief Hatos.\0	-1
1555	Hatos's 3rd Order		a,The order states that you must kill Baranka's Messenger. After killing him, recover the letter and take it to Urutu Chief Hatos.\0	-1
1556	Letter to Dark Elf		a,The secret letter that Baranka is sending to Dark Elven Magister Kaland. Take the letter to Urutu Chief Hatos.\0	-1
1557	Letter to Human		a,The secret letter that Baranka is sending to Duke Van Halter. Take the letter to Urutu Chief Hatos.\0	-1
1558	Letter to Elf		a,The secret letter that Baranka is sending to Elven Master Laria. Take the letter to Urutu Chief Hatos.\0	-1
1559	Gouph's Contract		a,Collector Gouph drew up this contract when buying the star diamond from Trader Reep. Take this to Trader Reep.\0	-1
1560	Reep's Contract		a,Trader Reep drew up this contract when he requested the delivery of the star diamond. Take this to Carrier Torocco.\0	-1
1561	Elven Wine		a,Carrier Torocco bought this high quality wine to give it to his old friend, Maron, as a present. Take this to Miner Maron.\0	-1
1562	Brunon's Dice		a,These dice were specially made for gambling. Take these to Blacksmith Brunon.\0	-1
1563	Brunon's Contract		a,This contract says if Brunon gets the 20 stolen jewels back from goblins, he can get the star diamond back.\0	-1
1564	Aquamarine		a,This jewel is obtained by the goblin brigand leader. Take 10 aquamarines and 10 chrysoberyls to Blacksmith Brunon.\0	-1
1565	Chrysoberyl		a,This jewel is obtained by the goblin brigand leader. Take 10 aquamarines and 10 chrysoberyls to Blacksmith Brunon.\0	-1
1566	Gem Box		a,Blacksmith Brunon gives this Gem Box. Take this to Collector Gouph.\0	-1
1567	Coal Piece		a,This coal piece is in the gem box. Take this to Blacksmith Brunon.\0	-1
1568	Brunon's Letter		a,Blacksmith Brunon sends this letter to Warehouse Keeper Murdoc asking for the right box.\0	-1
1569	Berry Tart		a,Sweet strawberry-flavored tart. Warehouse Keeper Murdoc sends this to Warehouse Keeper Airy as a present of apology.\0	-1
1570	Bat Diagram		a,This diagram shows the blade bat in details. Take this and go hunt blade bats to obtain the star diamond.\0	-1
1571	Star Diamond		a,Everyone is looking for this diamond. Take this to the real owner.\0	-1
1572	Starstone		a,A mineral collected from the destroyed greystone golem. Collect 20 of these and take them to Gatekeeper Tamil.\0	-1
1573	Starstone		a,A mineral obtained by defeated whinstone golems. Collect twenty and take them to Gatekeeper Wirphy.\0	-1
1574	Mirien's Review		a,A letter Magister Mirien wrote after tasting Jonas' dish. Take this and go to Jonas.\0	-1
1575	Mirien's Review		a,A letter Magister Mirien wrote after tasting Jonas' dish. Take this to Jonas.\0	-1
1576	Mirien's Review		a,A letter Magister Mirien wrote after tasting Jonas' dish. Take this to Jonas.\0	-1
1577	Mirien's Review		a,A letter Magister Mirien wrote after tasting Jonas' dish. Take this to Jonas.\0	-1
1578	Green Blood 		a,Goblin's blood. If you have enough of this item, the Kuruka Ratman Leader appears.\0	-1
1579	Goblin Dwelling Map		a,A map showing goblins' dwelling. Take this and find the goblin tribes and destroy them.\0	-1
1580	Kuruka Ratman Tooth		a,A tooth obtained after killing Kuruka ratman leader. Collect ten of these to take to Prefect Karukia.\0	-1
1581	Betrayer's Report		a,A detailed account of a betrayer who recently joined the Umbar tribe and settled on the outskirts of a mountain west of the Spider Nest.\0	-1
1582	Betrayer's Report		a,A detailed account of a betrayer who recently joined the Umbar tribe and settled on the outskirts of a mountain west of the Spider Nest.\0	-1
1583	Betrayer's Report		a,A detailed account of a betrayer who recently joined the Umbar tribe and settled on the outskirts of a mountain west of the Spider Nest.\0	-1
1584	Betrayer's Report		a,A detailed account of a betrayer who recently joined the Umbar tribe and settled on the outskirts of a mountain west of the Spider Nest.\0	-1
1585	Betrayer's Report		a,A detailed account of a betrayer who recently joined the Umbar tribe and settled on the outskirts of a mountain west of the Spider Nest.\0	-1
1586	Betrayer's Report		a,A detailed account of a betrayer who recently joined the Umbar tribe and settled on the outskirts of a mountain west of the Spider Nest.\0	-1
1587	Betrayer's Report		a,A detailed account of a betrayer who recently joined the Umbar tribe and settled on the outskirts of a mountain west of the Spider Nest.\0	-1
1588	Betrayer's Report		a,A detailed account of a betrayer who recently joined the Umbar tribe and settled on the outskirts of a mountain west of the Spider Nest.\0	-1
1589	Betrayer Umbar Report		a,A detailed account of a betrayer who recently joined the Umbar tribe and settled close to an intersection of three roads in the Neutral Zone.\0	-1
1590	Betrayer Zakan Report		a,A detailed account of a betrayer who recently joined the Zakan tribe and settled in the northern part of the wasteland near the outpost.\0	-1
1591	Head of Betrayer		a,The head of a traitor orc. Collect 2 and take them to Prefect Kasman in Gludin Village.\0	-1
1592	Mark of Raider		a,A necklace given to Orc raider that has earned the qualification to become an Orc raider. Take this to the high prefect to change your occupation to an Orc raider.\0	-1
1593	Pomegranate		a,A red pomegranate fruit given by Gantaki. Take this and go to Khavatari Rosheek.\0	-1
1594	1st Leather Pouch		a,A leather pouch given by Khavatari Rosheek. Take this and hunt kasha bears and collect five of their claws.\0	-1
1595	2nd Leather Pouch		a,A leather pouch given by Khavatari Rosheek. Hunt kasha blade spiders with this and collect five talons.\0	-1
1596	3rd Leather Pouch		a,A leather pouch Khavatari Rosheek gave you. Take this to hunt Scarlet Salamanders for five of their scales.\0	-1
1597	1st Leather Pouch (Full)		a,A pouch that contains five kasha bear claws. Take this to Khavatari Rosheek.\0	-1
1598	2nd Leather Pouch (Full)		a,A pouch that contains five pincers of kasha blade spider talon. Take this to Khavatari Rosheek.\0	-1
1599	3rd Leather Pouch (Full)		a,A pouch that contains five scales from the Scarlet Salamander. Take this to Khavatari Rosheek.\0	-1
1600	Kasha Bear Claw		a,A claw pulled out from kasha bear after killing it. Collect five of these.\0	-1
1601	Kasha Blade Spider Talon		a,A talon pulled out from kasha blade spider after killing it. Collect five of these.\0	-1
1602	Scarlet Salamander Scale		a,A scale of scarlet salamander. Gather five of these.\0	-1
1603	Fiery Spirit Scroll		a,The first scroll containing secret of kabart, the Orcs' traditional martial arts.\0	-1
1604	Rosheek's Letter		a,A letter written by Khavatari Rosheek. Take this to Gantaki Zu Urutu.\0	-1
1605	Gantaki's Letter of Recommendation		a,Gantaki's letter of recommendation. Receive the help of Gatekeeper Tamil and take this recommendation to Prefect Kasman in the Village of Gludin.\0	-1
1606	Fig		a,A fig given by Prefect Kasman. Take this to Khavatari Toruku.\0	-1
1607	4th Leather Pouch		a,A leather pouch given by Khavatari Toruku. Take this, kill fighters of various races and collect 12 tokens.\0	-1
1608	4th Leather Pouch (Full)		a,A full pouch of 12 tokens after killing fighters of various races. Take this to Khavatari Toruku.\0	-1
1609	Vuku Orc Tusk		a,A tusk obtained after killing vuku Orc. Gather three of these.\0	-1
1610	Ratman Fang		a,A fang from a dead ratman fighter. Gather three of these.\0	-1
1611	Langk Lizardman Tooth		a,A tooth obtained after killing langk lizardman. Gather three of these.\0	-1
1612	Felim Lizardman Tooth		a,A tooth obtained after killing the Felim Lizardman. Gather 3 of these.\0	-1
1613	Iron Will Scroll		a,The second scroll that contains secret of the Orcs' traditional martial arts, Kabart.\0	-1
1614	Toruku's Letter		a,A letter from Khavatari Toruku. Take this to Prefect Kasman.\0	-1
1615	Khavatari Totem		a,A token given to one who has qualifications to change occupations to Orc monk. Take this to the high prefect to change your occupation to an Orc monk.\0	-1
1616	Fire Charm		a,A charm with inscription of fire mantra. Take this and find the three items that Tataru spoke of.\0	-1
1617	Kasha Bear Pelt		a,A pelt of kasha bear. Take to Tataru along with kasha bladespider husk and fiery egg.\0	-1
1618	Kasha Blade Spider Husk		a,The husk of a kasha blade spider. Take it to Tataru, along with a kasha bear pelt and a fiery egg.\0	-1
1619	1st Fiery Egg		a,A spirit egg obtained from Scarlet Salamander. Take to Tataru along with kasha bear pelt and kasha bladespider husk.\0	-1
1620	Hestui Mask		a,A mask in shape of bear. Take this and go to Hestui Totem Spirit.\0	-1
1621	2nd Fiery Egg		a,A spirit egg received from Scarlet Salamander. Take this to the Hestui Totem Spirit.\0	-1
1622	Totem Spirit Claw		a,A claw received from Hestui Totem Spirit. Take this and go to Tataru.\0	-1
1623	Tataru's Letter of Recommendation		a,A letter written by Tataru. Take this to Seer Umos in the Town of Gludin.\0	-1
1624	Flame Charm		a,A charm with inscription of flame mantra. Take this and gather grizzly blood and take to Seer Umos.\0	-1
1625	Grizzly Blood		a,A glass bottle filled with grizzly blood. Gather three and take to Seer Umos.\0	-1
1626	Blood Cauldron		a,A cauldron filled with grizzly blood. Take this to the Duda-Mara Totem Spirit.\0	-1
1627	Spirit Net		a,A net made with spirit's spider silk. Use this to capture Durka Spirit hidden inside poison spiders.\0	-1
1628	Bound Durka Spirit		a,Durka spirit bound inside spirit net. Take this to the Duda-Mara Totem Spirit.\0	-1
1629	Durka Parasite		a,An evil parasite spirit that comes out from spiders contaminated with the evil durka spirit. It is the key for calling upon the evil durka spirit.\0	-1
1630	Totem Spirit Blood		a,Blood spilt by the Duda-Mara Totem Spirit. Take this and go to Seer Umos.\0	-1
1631	Mask of Medium		a,A token that shows one has the qualifications to become an Orc shaman. Take this to the high prefect, to change your occupation to an Orc shaman.\0	-1
1632	Silvera's Ring		a,A ring given to artisan aspirants by Blacksmith Silvera. Strike down the boogle ratman gang and collect their front teeth.\0	-1
1633	1st Pass Certificate		a,The certificate for passing the 1st artisan test. To take the next test, you must go to Blacksmith Kluto of the village Gludin.\0	-1
1634	2nd Pass Certificate		a,The certificate for passing the 2nd artisan test. Take this and go to Blacksmith Kluto in Gludin.\0	-1
1635	Final Pass Certificate		a,The certificate for passing the final artisan test. Take this to the head blacksmith to change occupations to an artisan.\0	-1
1636	Boogle Ratman Tooth		a,The ugly front bucktooth of a boogle ratman. Just looking at it will make you nauseous. Collect ten of these and take them to Blacksmith Silvera.\0	-1
1637	Boogle Ratman Leader's Tooth		a,The boogle ratman leader's big tooth. Before its stink makes you pass out, collect 2 of them and take them to Blacksmith Silvera.\0	-1
1638	Kluto's Letter		a,Blacksmith Kluto's letter. Take to Blacksmith Pinter in the Town of Gludio.\0	-1
1639	Footprint of Thief		a,Trace left by thieves. Kill Vuku Orc fighters, recover stolen items and take them to Blacksmith Pinter.\0	-1
1640	Stolen Secret Box		a,A secret box stolen by Vuku orc fighters. The contents of the box are unknown, but anyway, take it to Blacksmith Pinter.\0	-1
1641	Secret Box		a,A secret box received from Pinter. The contents are unknown, but do not worry and take it to Blacksmith Kluto in the Village of Gludin.\0	-1
1642	Ring of Raven		a,A mark certifying that one has earned the right to become a scavenger. If you take it to a Warehouse Chief, you can transfer your class to scavenger.\0	-1
1643	Pippi's Letter of Recommendation		a,A letter of introduction written by Collector Pipi. Take this to Trader Mion.\0	-1
1644	Raut's Teleport Scroll		a,An order sheet given by Warehouse Freightman Raut. Give it to Torai, in the south of Death Pass.\0	-1
1645	Succubus Undies		a,The underwear of Succubus received from Torai. Take this to Warehouse Freightman Raut of Gludin.\0	-1
1646	Mion's Letter		a,A letter sent from Trader Mion to her brother. Take this letter and go to Master Toma.\0	-1
1647	Bronk's Ingot		a,An ingot to be given to Chief Blacksmith Bronk.\0	-1
1648	Shari's Axe		a,An axe to be given to Trader Shari.\0	-1
1649	Zimenf's Potion		a,A potion to give to Priest of the Earth Zimenf.\0	-1
1650	Bronk's Pay		a,Product cost given by Chief Blacksmith Bronk. Take this to Trader Mion.\0	-1
1651	Shari's Pay		a,Product cost given by Shari. Take this to Trader Mion.\0	-1
1652	Zimenf's Pay		a,Product cost given by Zimenf. Take this to Trader Mion.\0	-1
1653	Bear Picture		a,A picture of bear received by Master Toma. Take this to hunt hunter bears, then honey bear will appear.\0	-1
1654	Tarantula Picture		a,A picture of spider received by Master Toma. Use this to hunt tarantulas.\0	-1
1655	Honey Jar		a,A honey jar taken from a honey bear. Collect five and take them to Master Toma.\0	-1
1656	Bead		a,A bead obtained from tarantula. Gather twenty of these and give to Master Toma.\0	-1
1657	Bead Parcel		a,A parcel made of beads. Give this to Warehouse Freightman Raut of Gludin.\0	-1
1658	Gatekeeper Charm		a,Used to teleport from the Orc Village to the Gludin\0	-1
1659	Gatekeeper Token		a,Used to teleport from the Dwarven Village to Gludin \0	-1
1661	Key of Thief		a,	-1
1662	Wood		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1663	Stem		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1664	Steel Powder		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1665	World Map		a,An ancient, obsolete map. Can be purchased at any shop.\0	-1
1666	Recipe: Wooden Arrow		a,The recipe used for a wooden arrow. Requires Create Item skill level 1. The success rate is 100%.\0	-1
1667	Spellbook: Summon Shadow		a,The spellbook used to learn Summon Shadow. Used by Dark Wizards.\0	-1
1668	Spellbook: Summon Mew the Cat		a,Spellbook required for Summon Mew the Cat magic. Used by Human Wizards.\0	-1
1669	Spellbook: Summon Unicorn Boxer		a,Spellbook required for Summon Unicorn Boxer magic. Used by Elven Wizards.\0	-1
1670	Spellbook: Summon Unicorn Mirage		a,Spellbook required for Summon Unicorn Mirage magic. Used by Elven Wizards.\0	-1
1671	Spellbook: Summon Silhouette		a,Spellbook required for Summon Silhouette magic. Used by Dark Wizards.\0	-1
1672			a,none\0	-1
1673			a,none\0	-1
1674	Twig of Treant		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1675	Beast Blood		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1676	Beast Bone		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1677	Hot Oil		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1678	Thread		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1679	Bronze		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1680	Fur		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1681	Elf Stone		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1682	Tear of Holy Spirit		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1683	Mithril		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1684	Durable Stem		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1685	Wooden Frame		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1686	Bark of Treant		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1687	Rough Bone Powder		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1688	Refined Steel		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1689	Leather		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1690	Bowstring		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1691	Steel Frame		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1692	Cord		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1693	Refined Bronze		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1694	Treant Potion		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1695	Spell Paper		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1696	Flaming Oil		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1697	Magic Powder		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1698	Refined Mithril		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1699	Fortified Steel		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1700	Oriharukon		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1701	Spell Solution		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1702	Metal Frame		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1703	Steel of The Highest Grade		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1704	Stone of Anguish		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1705	Sprig of Wisdom		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1706	Blue Diamond Fragment		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1707	Saint's Molar		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1708	Smoky Quartz		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1709	Blood of Manticore		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1710	Tiger's Eye Crystal		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1711	Claw of Leopard		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1712	Leather Shoes Material		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1713	Leather Tunic Material		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1714	Leather Stockings Material		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1715	Leather Helmet Material		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1716	Leather Gloves Texture		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1717	Leather Gloves Lining		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1718	Black Bone Fragment		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1719	Hard Leather Shirt Material		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1720	Blue-Black Bone Fragment		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1721	Hard Leather Gaiters Material		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1722	Boots Material		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1723	Leather Boots Material		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1724	Skull Fragment		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1725	Dark Stockings Material		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1726	Excellent Leather Gloves Lining		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1727	Excellent Leather Gloves Texture		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1728	Steel Scale		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1729	Pure White Cloth		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1730	Purifying Potion		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1731	Steel Scale Gaiters		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1732	Leather Fittings		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1733	Large Sheet Iron		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1734	Small Leather Fittings		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1735	Small Sheet Iron		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1736	Iron Boots Binding		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1737	Iron Boots Frame		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1738	Wide Blade		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1739	Broadsword Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1740	Crafted Willow Branch		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1741	Stave		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1742	Red Cedar Branch		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1743	Dirk Blade		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1744	Dirk Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1745	Brandish Blade		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1746	Short Spear Blade		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1747	Shining Blade		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1748	Sword of Reflection Mold		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1749	Branch of The Mother Tree		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1750	Dark Forest Leaf		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1751	Lump of Iron		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
1752	Piece of Sword Breaker		a,A material used to make dwarven items. Can be sold in any shop.\0	-1
