id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
463	a,Dungeon Skeleton Archer\0	a,	9C	E8	A9	-1
464	a,Dungeon Skeleton\0	a,	9C	E8	A9	-1
465	a,Prairie Fox\0	a,	9C	E8	A9	-1
466	a,Pincer Spider\0	a,	9C	E8	A9	-1
467	a,Tracker Sharuk\0	a,	9C	E8	A9	-1
468	a,Kaboo Orc\0	a,	9C	E8	A9	-1
469	a,Kaboo Orc Archer\0	a,	9C	E8	A9	-1
470	a,Kaboo Orc Grunt\0	a,	9C	E8	A9	-1
471	a,Kaboo Orc Fighter\0	a,	9C	E8	A9	-1
472	a,Kaboo Orc Fighter Leader\0	a,	9C	E8	A9	-1
473	a,Kaboo Orc Fighter Lieutenant\0	a,	9C	E8	A9	-1
474	a,Kasha Spider\0	a,	9C	E8	A9	-1
475	a,Kasha Wolf\0	a,	9C	E8	A9	-1
476	a,Kasha Fang Spider\0	a,	9C	E8	A9	-1
477	a,Kasha Timber Wolf\0	a,	9C	E8	A9	-1
478	a,Kasha Blade Spider\0	a,	9C	E8	A9	-1
479	a,Kasha Bear\0	a,	9C	E8	A9	-1
480	a,Blade Bat\0	a,	9C	E8	A9	-1
481	a,Bearded Keltir\0	a,	9C	E8	A9	-1
482	a,Corpse Scavenger\0	a,	9C	E8	A9	-1
483	a,Corpse Candle\0	a,	9C	E8	A9	-1
484	a,Follower Of Kuroboros\0	a,	9C	E8	A9	-1
485	a,Priest Of Kuroboros\0	a,	9C	E8	A9	-1
486	a,Soldier Of Kuroboros\0	a,	9C	E8	A9	-1
487	a,Kuruka Ratman\0	a,	9C	E8	A9	-1
488	a,Kuruka Ratman Hunter\0	a,	9C	E8	A9	-1
489	a,Quicksilver Beast\0	a,	9C	E8	A9	-1
490	a,Death Doll\0	a,	9C	E8	A9	-1
491	a,Crypt Horror\0	a,	9C	E8	A9	-1
492	a,Kirunak's Guards\0	a,	9C	E8	A9	-1
493	a,Tiger Hornet\0	a,	9C	E8	A9	-1
494	a,Turek War Hound\0	a,	9C	E8	A9	-1
495	a,Turek Orc Warlord\0	a,	9C	E8	A9	-1
496	a,Turek Orc Archer\0	a,	9C	E8	A9	-1
497	a,Turek Orc Skirmisher\0	a,	9C	E8	A9	-1
498	a,Turek Orc Supplier\0	a,	9C	E8	A9	-1
499	a,Turek Orc Footman\0	a,	9C	E8	A9	-1
500	a,Turek Orc Sentinel\0	a,	9C	E8	A9	-1
501	a,Turek Orc Shaman\0	a,	9C	E8	A9	-1
502	a,Twink Puma\0	a,	9C	E8	A9	-1
503	a,Farakelsus Zombie\0	a,	9C	E8	A9	-1
504	a,Dread Soldier\0	a,	9C	E8	A9	-1
505	a,Ruin Bat\0	a,	9C	E8	A9	-1
506	a,Ruin Imp\0	a,	9C	E8	A9	-1
507	a,Ruin Imp Elder\0	a,	9C	E8	A9	-1
508	a,Plunder Tarantula\0	a,	9C	E8	A9	-1
509	a,Spore Fungus\0	a,	9C	E8	A9	-1
510	a,Puma\0	a,	9C	E8	A9	-1
511	a,Pitchstone Golem\0	a,	9C	E8	A9	-1
512	a,Field Stalker\0	a,	9C	E8	A9	-1
513	a,Skeleton Knight\0	a,	9C	E8	A9	-1
514	a,Shield Skeleton\0	a,	9C	E8	A9	-1
515	a,Skeleton Infantryman\0	a,	9C	E8	A9	-1
516	a,Skeleton Sentinel\0	a,	9C	E8	A9	-1
517	a,Skeleton Hunter\0	a,	9C	E8	A9	-1
518	a,Skeleton Hunter Archer\0	a,	9C	E8	A9	-1
519	a,Skeleton Pikeman\0	a,	9C	E8	A9	-1
520	a,Pirate Captain Uthanka\0	a,	9C	E8	A9	-1
521	a,Whinstone Golem\0	a,	9C	E8	A9	-1
522	a,White Fang\0	a,	9C	E8	A9	-1
523	a,Wasteland Basilisk\0	a,	9C	E8	A9	-1
524	a,Grey Wolf Elder\0	a,	9C	E8	A9	-1
525	a,Gray Wolf\0	a,	9C	E8	A9	-1
526	a,Obsidian Golem\0	a,	9C	E8	A9	-1
527	a,White Wolf\0	a,	9C	E8	A9	-1
528	a,Goblin Lord\0	a,	9C	E8	A9	-1
529	a,Young Brown Keltir\0	a,	9C	E8	A9	-1
530	a,Young Red Keltir\0	a,	9C	E8	A9	-1
531	a,Young Prairie Keltir\0	a,	9C	E8	A9	-1
532	a,Brown Keltir\0	a,	9C	E8	A9	-1
533	a,Longtail Keltir\0	a,	9C	E8	A9	-1
534	a,Red Keltir\0	a,	9C	E8	A9	-1
535	a,Prairie Keltir\0	a,	9C	E8	A9	-1
536	a,Elder Brown Keltir\0	a,	9C	E8	A9	-1
537	a,Elder Red Keltir\0	a,	9C	E8	A9	-1
538	a,Elder Prairie Keltir\0	a,	9C	E8	A9	-1
539	a,Elder Longtail Keltir\0	a,	9C	E8	A9	-1
540	a,Gemstone Beast\0	a,	9C	E8	A9	-1
541	a,Ore Bat\0	a,	9C	E8	A9	-1
542	a,Skeleton Longbowman\0	a,	9C	E8	A9	-1
543	a,Ghost\0	a,	9C	E8	A9	-1
544	a,Elder Keltir\0	a,	9C	E8	A9	-1
545	a,Young Keltir\0	a,	9C	E8	A9	-1
546	a,Turek Orc Elder\0	a,	9C	E8	A9	-1
547	a,Ol Mahum Reserve\0	a,	9C	E8	A9	-1
548	a,Ol Mahum Deserter\0	a,	9C	E8	A9	-1
549	a,Ol Mahum Lord\0	a,	9C	E8	A9	-1
550	a,Guardian Basilisk\0	a,	9C	E8	A9	-1
551	a,Road Scavenger\0	a,	9C	E8	A9	-1
552	a,Fettered Soul\0	a,	9C	E8	A9	-1
553	a,Windsus\0	a,	9C	E8	A9	-1
554	a,Grandis\0	a,	9C	E8	A9	-1
555	a,Giant Fungus\0	a,	9C	E8	A9	-1
556	a,Giant Monstereye\0	a,	9C	E8	A9	-1
557	a,Dire Wyrm\0	a,	9C	E8	A9	-1
558	a,Rotting tree\0	a,	9C	E8	A9	-1
559	a,Rotting Golem\0	a,	9C	E8	A9	-1
560	a,Trisalim Spider\0	a,	9C	E8	A9	-1
561	a,Trisalim Tarantula\0	a,	9C	E8	A9	-1
562	a,Spore Zombie\0	a,	9C	E8	A9	-1
563	a,Manashen Gargoyle\0	a,	9C	E8	A9	-1
564	a,Enchanted Monstereye\0	a,	9C	E8	A9	-1
565	a,Enchanted Stone Golem\0	a,	9C	E8	A9	-1
566	a,Enchanted Iron Golem\0	a,	9C	E8	A9	-1
567	a,Enchanted Gargoyle\0	a,	9C	E8	A9	-1
568	a,Formor\0	a,	9C	E8	A9	-1
569	a,Formor Elder\0	a,	9C	E8	A9	-1
570	a,Tarlk Bugbear\0	a,	9C	E8	A9	-1
571	a,Tarlk Bugbear Warrior\0	a,	9C	E8	A9	-1
572	a,Tarlk Bugbear High Warrior\0	a,	9C	E8	A9	-1
573	a,Tarlk Basilisk\0	a,	9C	E8	A9	-1
574	a,Elder Tarlk Basilisk\0	a,	9C	E8	A9	-1
575	a,Oel Mahum Warrior\0	a,	9C	E8	A9	-1
576	a,Oel Mahum Witch Doctor\0	a,	9C	E8	A9	-1
577	a,Leto Lizardman\0	a,	9C	E8	A9	-1
578	a,Leto Lizardman Archer\0	a,	9C	E8	A9	-1
579	a,Leto Lizardman Soldier\0	a,	9C	E8	A9	-1
580	a,Leto Lizardman Warrior\0	a,	9C	E8	A9	-1
581	a,Leto Lizardman Shaman\0	a,	9C	E8	A9	-1
582	a,Leto Lizardman Overlord\0	a,	9C	E8	A9	-1
583	a,Timak Orc\0	a,	9C	E8	A9	-1
584	a,Timak Orc Archer\0	a,	9C	E8	A9	-1
585	a,Timak Orc Soldier\0	a,	9C	E8	A9	-1
586	a,Timak Orc Warrior\0	a,	9C	E8	A9	-1
587	a,Timak Orc Shaman\0	a,	9C	E8	A9	-1
588	a,Timak Orc Overlord\0	a,	9C	E8	A9	-1
589	a,Fline\0	a,	9C	E8	A9	-1
590	a,Liele\0	a,	9C	E8	A9	-1
591	a,Valley Treant\0	a,	9C	E8	A9	-1
592	a,Satyr\0	a,	9C	E8	A9	-1
593	a,Unicorn\0	a,	9C	E8	A9	-1
594	a,Forest Runner\0	a,	9C	E8	A9	-1
595	a,Fline Elder\0	a,	9C	E8	A9	-1
596	a,Liele Elder\0	a,	9C	E8	A9	-1
597	a,Valley treant Elder\0	a,	9C	E8	A9	-1
598	a,Satyr Elder\0	a,	9C	E8	A9	-1
599	a,Unicorn Elder\0	a,	9C	E8	A9	-1
600	a,Karul Bugbear\0	a,	9C	E8	A9	-1
601	a,Tamlin Orc\0	a,	9C	E8	A9	-1
602	a,Tamlin Orc Archer\0	a,	9C	E8	A9	-1
603	a,Kronbe Spider\0	a,	9C	E8	A9	-1
604	a,Lakin\0	a,	9C	E8	A9	-1
605	a,Weird Drake\0	a,	9C	E8	A9	-1
606	a,Kuran Kobold\0	a,	9C	E8	A9	-1
607	a,Kuran Kobold Warrior\0	a,	9C	E8	A9	-1
608	a,Patin Archer\0	a,	9C	E8	A9	-1
609	a,Lakin Salamander\0	a,	9C	E8	A9	-1
610	a,Sentinel Of Water\0	a,	9C	E8	A9	-1
611	a,Dre Vanul Warrior\0	a,	9C	E8	A9	-1
612	a,Salamander Rowin\0	a,	9C	E8	A9	-1
613	a,Lafi Lizardman\0	a,	9C	E8	A9	-1
614	a,Lafi Lizardman Scout\0	a,	9C	E8	A9	-1
615	a,Ritmal Swordsman\0	a,	9C	E8	A9	-1
616	a,Lakin Undine\0	a,	9C	E8	A9	-1
617	a,Sentinel Of Water\0	a,	9C	E8	A9	-1
618	a,Kanil Succubus\0	a,	9C	E8	A9	-1
619	a,Rowin Undine\0	a,	9C	E8	A9	-1
620	a,Cave Beast\0	a,	9C	E8	A9	-1
621	a,Death Wave\0	a,	9C	E8	A9	-1
622	a,Malruk Soldier\0	a,	9C	E8	A9	-1
623	a,Plando\0	a,	9C	E8	A9	-1
624	a,Cave Howler\0	a,	9C	E8	A9	-1
625	a,Malruk Knight\0	a,	9C	E8	A9	-1
626	a,Malruk Berserker\0	a,	9C	E8	A9	-1
627	a,Malruk Lord\0	a,	9C	E8	A9	-1
628	a,Limal Karinness\0	a,	9C	E8	A9	-1
629	a,Karik\0	a,	9C	E8	A9	-1
630	a,Taik Orc\0	a,	9C	E8	A9	-1
631	a,Taik Orc Archer\0	a,	9C	E8	A9	-1
632	a,Taik Orc Warrior\0	a,	9C	E8	A9	-1
633	a,Taik Orc Shaman\0	a,	9C	E8	A9	-1
634	a,Taik Orc Captain\0	a,	9C	E8	A9	-1
635	a,Carinkain\0	a,	9C	E8	A9	-1
636	a,Forrest of Mirrors Ghost\0	a,	9C	E8	A9	-1
637	a,Forrest of Mirrors Ghost\0	a,	9C	E8	A9	-1
638	a,Forrest of Mirrors Ghost\0	a,	9C	E8	A9	-1
639	a,Mirror\0	a,	9C	E8	A9	-1
640	a,Harit Lizardman\0	a,	9C	E8	A9	-1
641	a,Harit Lizardman Grunt\0	a,	9C	E8	A9	-1
642	a,Harit Lizardman Archer\0	a,	9C	E8	A9	-1
643	a,Harit Lizardman Warrior\0	a,	9C	E8	A9	-1
644	a,Harit Lizardman Shaman\0	a,	9C	E8	A9	-1
645	a,Harit Lizardman Matriarch\0	a,	9C	E8	A9	-1
646	a,Halingka\0	a,	9C	E8	A9	-1
647	a,Yintzu\0	a,	9C	E8	A9	-1
648	a,Paliote\0	a,	9C	E8	A9	-1
649	a,Hamrut\0	a,	9C	E8	A9	-1
650	a,Kranrot\0	a,	9C	E8	A9	-1
651	a,Gamlin\0	a,	9C	E8	A9	-1
652	a,Leogul\0	a,	9C	E8	A9	-1
653	a,Lesser Giant\0	a,	9C	E8	A9	-1
654	a,Lesser Giant Soldier\0	a,	9C	E8	A9	-1
655	a,Lesser Giant Shooter\0	a,	9C	E8	A9	-1
656	a,Lesser Giant Scout\0	a,	9C	E8	A9	-1
657	a,Lesser Giant Mage\0	a,	9C	E8	A9	-1
658	a,Lesser Giant Elder\0	a,	9C	E8	A9	-1
659	a,Grave Wanderer\0	a,	9C	E8	A9	-1
660	a,Archer of Greed\0	a,	9C	E8	A9	-1
661	a,Hatar Ratman Thief\0	a,	9C	E8	A9	-1
662	a,Hatar Ratman Boss\0	a,	9C	E8	A9	-1
663	a,Hatar Hanishee\0	a,	9C	E8	A9	-1
664	a,Deprive\0	a,	9C	E8	A9	-1
665	a,Taik Orc Supply\0	a,	9C	E8	A9	-1
666	a,Taik Orc Seeker\0	a,	9C	E8	A9	-1
667	a,Farcran\0	a,	9C	E8	A9	-1
668	a,Grave Guard\0	a,	9C	E8	A9	-1
669	a,Taik Orc Supply Leader\0	a,	9C	E8	A9	-1
670	a,Crimson Drake\0	a,	9C	E8	A9	-1
671	a,Kadios\0	a,	9C	E8	A9	-1
672	a,Trives\0	a,	9C	E8	A9	-1
673	a,Falibati\0	a,	9C	E8	A9	-1
674	a,Doom Knight\0	a,	9C	E8	A9	-1
675	a,Tairim\0	a,	9C	E8	A9	-1
676	a,Judge of Marsh\0	a,	9C	E8	A9	-1
677	a,Tulben\0	a,	9C	E8	A9	-1
678	a,Punishment of Undead\0	a,	9C	E8	A9	-1
679	a,Marsh Stalker\0	a,	9C	E8	A9	-1
680	a,Marsh Drake\0	a,	9C	E8	A9	-1
681	a,Vanor Silenos\0	a,	9C	E8	A9	-1
682	a,Vanor Silenos Grunt\0	a,	9C	E8	A9	-1
683	a,Vanor Silenos Scout\0	a,	9C	E8	A9	-1
684	a,Vanor Silenos Warrior\0	a,	9C	E8	A9	-1
685	a,Vanor Silenos Shaman\0	a,	9C	E8	A9	-1
686	a,Vanor Silenos Chieftain\0	a,	9C	E8	A9	-1
687	a,Revenant of Sir Calibus\0	a,	9C	E8	A9	-1
688	a,Squire of Calibus\0	a,	9C	E8	A9	-1
689	a,Demon Tempest\0	a,	9C	E8	A9	-1
690	a,Revenant of The Executed\0	a,	9C	E8	A9	-1
691	a,Trakia\0	a,Red Eye Lieutenant\0	9C	E8	A9	-1
692	a,Red Eye Guards\0	a,	9C	E8	A9	-1
693	a,Nurka's Messenger\0	a,	9C	E8	A9	-1
694	a,Messenger Escort\0	a,	9C	E8	A9	-1
695	a,Captain of Queen's Royal Guard\0	a,	9C	E8	A9	-1
696	a,Marsh Stakato Noble\0	a,	9C	E8	A9	-1
697	a,Premo Prime\0	a,Titan's Creation\0	9C	E8	A9	-1
698	a,Titan's Creation, Bemos\0	a,	9C	E8	A9	-1
699	a,Archon Susceptor\0	a,	9C	E8	A9	-1
700	a,Gustos Susceptor\0	a,	9C	E8	A9	-1
701	a,Eye of Beleth\0	a,	9C	E8	A9	-1
702	a,Follower of The Eye\0	a,	9C	E8	A9	-1
703	a,Skyla\0	a,Adherent of Antharas\0	9C	E8	A9	-1
704	a,Skyla's Retainer\0	a,	9C	E8	A9	-1
705	a,Corsair Captain Kylon\0	a,	9C	E8	A9	-1
706	a,Kylon's Pirate\0	a,	9C	E8	A9	-1
707	a,Lord Ishka\0	a,Cave Servant\0	9C	E8	A9	-1
708	a,Cave Servant General\0	a,	9C	E8	A9	-1
709	a,Rinoket\0	a,Scavenger Leader\0	9C	E8	A9	-1
710	a,Rinoket's Henchman\0	a,	9C	E8	A9	-1
711	a,Necrosentinel Guard\0	a,	9C	E8	A9	-1
712	a,Necrosentinel Archer\0	a,	9C	E8	A9	-1
713	a,Nakondas\0	a,Envoy of Antharas\0	9C	E8	A9	-1
714	a,Nakonda's Slave\0	a,	9C	E8	A9	-1
715	a,Dread Avenger Kraven\0	a,	9C	E8	A9	-1
716	a,Dread Panther\0	a,	9C	E8	A9	-1
717	a,Handmaiden of Orfen\0	a,	9C	E8	A9	-1
718	a,Trisalim Escort\0	a,	9C	E8	A9	-1
719	a,Fairy Queen Timiniel\0	a,	9C	E8	A9	-1
720	a,Timiniel's Escort\0	a,	9C	E8	A9	-1
721	a,Betrayer of Urutu Freki\0	a,	9C	E8	A9	-1
722	a,Freki's Bloodseeker Bat\0	a,	9C	E8	A9	-1
723	a,Centaurus\0	a,	9C	E8	A9	-1
724	a,Crimson Bear\0	a,	9C	E8	A9	-1
725	a,Devastator\0	a,	9C	E8	A9	-1
726	a,Saber Toothed Tiger\0	a,	9C	E8	A9	-1
727	a,Liviona\0	a,	9C	E8	A9	-1
728	a,Heltor Silenos\0	a,	9C	E8	A9	-1
729	a,Heltor Silenos Chieftain\0	a,	9C	E8	A9	-1
730	a,Heltor Silenos Hunter\0	a,	9C	E8	A9	-1
731	a,Heltor Silenos Shaman\0	a,	9C	E8	A9	-1
732	a,Heltor Silenos Warrior\0	a,	9C	E8	A9	-1
733	a,Ketra Orc\0	a,	9C	E8	A9	-1
734	a,Ketra Orc Archer\0	a,	9C	E8	A9	-1
735	a,Ketra Orc Overload\0	a,	9C	E8	A9	-1
736	a,Ketra Orc Shaman\0	a,	9C	E8	A9	-1
737	a,Ketra Orc Warrior\0	a,	9C	E8	A9	-1
738	a,Kobold Looter Bepook\0	a,	9C	E8	A9	-1
739	a,Bepook's Pet\0	a,	9C	E8	A9	-1
740	a,Leader Talloth\0	a,Rampaging Golem\0	9C	E8	A9	-1
741	a,Rampage Golem\0	a,	9C	E8	A9	-1
742	a,Mystical Weaver\0	a,	9C	E8	A9	-1
743	a,Howler\0	a,	9C	E8	A9	-1
744	a,Red Eye Vampire Bat\0	a,	9C	E8	A9	-1
745	a,Wild Desperado\0	a,	9C	E8	A9	-1
746	a,Wild Desperado Cohort\0	a,	9C	E8	A9	-1
747	a,Roxide\0	a,	9C	E8	A9	-1
748	a,Roxide Cohort\0	a,	9C	E8	A9	-1
749	a,Death Fire\0	a,	9C	E8	A9	-1
750	a,Fire Archer\0	a,	9C	E8	A9	-1
751	a,Snipe\0	a,	9C	E8	A9	-1
752	a,Snipe Cohort\0	a,	9C	E8	A9	-1
753	a,Dark Lord\0	a,	9C	E8	A9	-1
754	a,Dark Knight\0	a,	9C	E8	A9	-1
755	a,Talakin\0	a,	9C	E8	A9	-1
756	a,Talakin Archer\0	a,	9C	E8	A9	-1
757	a,Talakin Raider\0	a,	9C	E8	A9	-1
758	a,Dragon Bearer Chief\0	a,	9C	E8	A9	-1
759	a,Dragon Bearer Warrior\0	a,	9C	E8	A9	-1
760	a,Dragon Bearer Archer\0	a,	9C	E8	A9	-1
761	a,Pytan\0	a,	9C	E8	A9	-1
762	a,Pytan Knight\0	a,	9C	E8	A9	-1
763	a,Lord of Plain\0	a,	9C	E8	A9	-1
764	a,Shaman of Plain\0	a,	9C	E8	A9	-1
765	a,Warrior of Plain\0	a,	9C	E8	A9	-1
766	a,Scout of Plain\0	a,	9C	E8	A9	-1
767	a,Timak Orc Troop Leader\0	a,	9C	E8	A9	-1
768	a,Timak Orc Troop Shaman\0	a,	9C	E8	A9	-1
769	a,Timak Orc Troop Warrior\0	a,	9C	E8	A9	-1
770	a,Timak Orc Troop Archer\0	a,	9C	E8	A9	-1
771	a,Barif\0	a,	9C	E8	A9	-1
772	a,Barif's Pet\0	a,	9C	E8	A9	-1
773	a,Conjurer Bat Lord\0	a,	9C	E8	A9	-1
774	a,Conjurer Bat \0	a,	9C	E8	A9	-1
775	a,Bugbear Raider\0	a,	9C	E8	A9	-1
776	a,Dark Succubus\0	a,	9C	E8	A9	-1
777	a,Hunter Bear\0	a,	9C	E8	A9	-1
778	a,Ragna Orc Overlord\0	a,	9C	E8	A9	-1
779	a,Ragna Orc Seer\0	a,	9C	E8	A9	-1
780	a,Bloody Axe Elite\0	a,	9C	E8	A9	-1
781	a,Delu Lizardman Shaman\0	a,	9C	E8	A9	-1
782	a,Ol Mahum Novice\0	a,	9C	E8	A9	-1
783	a,Dread Wolf\0	a,	9C	E8	A9	-1
784	a,Tasaba Lizardman\0	a,	9C	E8	A9	-1
785	a,Tasaba Lizardman Shaman\0	a,	9C	E8	A9	-1
786	a,Lienrik\0	a,	9C	E8	A9	-1
787	a,Lienrik Lad\0	a,	9C	E8	A9	-1
788	a,Rakul\0	a,	9C	E8	A9	-1
789	a,Crokian\0	a,	9C	E8	A9	-1
790	a,Dailaon\0	a,	9C	E8	A9	-1
791	a,Crokian Warrior\0	a,	9C	E8	A9	-1
792	a,Farhite\0	a,	9C	E8	A9	-1
793	a,Nos\0	a,	9C	E8	A9	-1
794	a,Blade Stakato\0	a,	9C	E8	A9	-1
795	a,Blade Stakato Worker\0	a,	9C	E8	A9	-1
796	a,Blade Stakato Warrior\0	a,	9C	E8	A9	-1
797	a,Blade Stakato Drone\0	a,	9C	E8	A9	-1
798	a,Water Giant\0	a,	9C	E8	A9	-1
799	a,Queen Undine Lad\0	a,	9C	E8	A9	-1
800	a,Eva's Seeker\0	a,	9C	E8	A9	-1
801	a,Theeder Piker\0	a,	9C	E8	A9	-1
802	a,Theeder Mage\0	a,	9C	E8	A9	-1
803	a,Doll Master\0	a,	9C	E8	A9	-1
804	a,Crokian Lad\0	a,	9C	E8	A9	-1
805	a,Dailaon Lad\0	a,	9C	E8	A9	-1
806	a,Crokian Lad Warrior\0	a,	9C	E8	A9	-1
807	a,Farhite Lad\0	a,	9C	E8	A9	-1
808	a,Nos Lad\0	a,	9C	E8	A9	-1
809	a,Ghost of the Tower\0	a,	9C	E8	A9	-1
810	a,Seer of Hallate\0	a,	9C	E8	A9	-1
811	a,Ghastly Warrior\0	a,	9C	E8	A9	-1
812	a,Archer of Despair\0	a,	9C	E8	A9	-1
813	a,Crendion\0	a,	9C	E8	A9	-1
814	a,Blader of Despair\0	a,	9C	E8	A9	-1
815	a,Hound Dog of Hallate\0	a,	9C	E8	A9	-1
816	a,Hallate's Royal Guard\0	a,	9C	E8	A9	-1
817	a,Corrupt Sage\0	a,	9C	E8	A9	-1
818	a,Hallate's Warrior\0	a,	9C	E8	A9	-1
819	a,Archer of Abyss\0	a,	9C	E8	A9	-1
820	a,Hallate's Knight\0	a,	9C	E8	A9	-1
821	a,Erin Ediunce\0	a,	9C	E8	A9	-1
822	a,Hallate's Maid\0	a,	9C	E8	A9	-1
823	a,Platinum Tribe Soldier\0	a,	9C	E8	A9	-1
824	a,Hallate's Commander\0	a,	9C	E8	A9	-1
825	a,Hallate's Inspector\0	a,	9C	E8	A9	-1
826	a,Platinum Tribe Archer\0	a,	9C	E8	A9	-1
827	a,Platinum Tribe Warrior\0	a,	9C	E8	A9	-1
828	a,Platinum Tribe Shaman\0	a,	9C	E8	A9	-1
829	a,Platinum Tribe Overlord\0	a,	9C	E8	A9	-1
830	a,Guardian Angel\0	a,	9C	E8	A9	-1
831	a,Seal Angel\0	a,	9C	E8	A9	-1
832	a,Zaken's Pikeman\0	a,	9C	E8	A9	-1
833	a,Zaken's Archer\0	a,	9C	E8	A9	-1
834	a,Mardian\0	a,	9C	E8	A9	-1
835	a,Zaken's Seer\0	a,	9C	E8	A9	-1
836	a,Pirate Zombie\0	a,	9C	E8	A9	-1
837	a,Tainted Ogre\0	a,	9C	E8	A9	-1
838	a,Bloody Bat\0	a,	9C	E8	A9	-1
839	a,Unpleasant Humming\0	a,	9C	E8	A9	-1
840	a,Death Flyer\0	a,	9C	E8	A9	-1
841	a,Fiend Archer\0	a,	9C	E8	A9	-1
842	a,Musveren\0	a,	9C	E8	A9	-1
843	a,Zaken's Royal Guard\0	a,	9C	E8	A9	-1
844	a,Kaim Vanul\0	a,	9C	E8	A9	-1
845	a,Pirate's Zombie Captain\0	a,	9C	E8	A9	-1
846	a,Doll Blader\0	a,	9C	E8	A9	-1
847	a,Vale Master\0	a,	9C	E8	A9	-1
848	a,Light Bringer\0	a,	9C	E8	A9	-1
849	a,Light Worm\0	a,	9C	E8	A9	-1
850	a,Golden Stag Lord\0	a,	9C	E8	A9	-1
851	a,Theeder\0	a,	9C	E8	A9	-1
852	a,Banshee\0	a,	9C	E8	A9	-1
853	a,Kel Mahum\0	a,	9C	E8	A9	-1
854	a,Kel Mahum Warrior\0	a,	9C	E8	A9	-1
855	a,Kel Mahum Archer\0	a,	9C	E8	A9	-1
856	a,Kel Mahum Shaman\0	a,	9C	E8	A9	-1
857	a,Kel Mahum Champion\0	a,	9C	E8	A9	-1
858	a,Angel\0	a,	9C	E8	A9	-1
859	a,Guardian Angel\0	a,	9C	E8	A9	-1
860	a,Seal Angel\0	a,	9C	E8	A9	-1
861	a,Oel Mahum Champion\0	a,	9C	E8	A9	-1
862	a,Death Lord\0	a,	9C	E8	A9	-1
863	a,Magic Golem Gonhirim\0	a,	9C	E8	A9	-1
864	a,Gonhirim's Magic Golem\0	a,	9C	E8	A9	-1
865	a,Gonhirim's Golem\0	a,	9C	E8	A9	-1
866	a,Bandit Leader Barda\0	a,	9C	E8	A9	-1
867	a,Barda's Bandit\0	a,	9C	E8	A9	-1
868	a,Timak Orc Gosmos\0	a,	9C	E8	A9	-1
869	a,Gosmos's Inferiors\0	a,	9C	E8	A9	-1
870	a,Thief Kelbar\0	a,	9C	E8	A9	-1
871	a,Kelbar's Inferiors\0	a,	9C	E8	A9	-1
872	a,Evil Creature Cyrion\0	a,	9C	E8	A9	-1
873	a,Evil Creatures of Forest\0	a,	9C	E8	A9	-1
874	a,Enmity Ghost Ramdal\0	a,	9C	E8	A9	-1
875	a,Enmity Ghosts\0	a,	9C	E8	A9	-1
876	a,Immortal Savior Mardil\0	a,	9C	E8	A9	-1
877	a,Immortal Savior\0	a,	9C	E8	A9	-1
878	a,Cherub Galaxia\0	a,	9C	E8	A9	-1
879	a,Galaxia's Escort\0	a,	9C	E8	A9	-1
880	a,Cherub's Messenger\0	a,	9C	E8	A9	-1
881	a,Meanas Anor\0	a,	9C	E8	A9	-1
882	a,Marsh's Wyvern\0	a,	9C	E8	A9	-1
883	a,Oblivion's Mirror\0	a,	9C	E8	A9	-1
884	a,Deprived Men\0	a,	9C	E8	A9	-1
885	a,Deprived Men\0	a,	9C	E8	A9	-1
886	a,Deprived Men\0	a,	9C	E8	A9	-1
887	a,Deadman Ereve\0	a,	9C	E8	A9	-1
888	a,Ereve's Knight\0	a,	9C	E8	A9	-1
889	a,Ereve's Follower\0	a,	9C	E8	A9	-1
890	a,Harit Guardian Garangky\0	a,	9C	E8	A9	-1
891	a,Garangky's Guard Leader\0	a,	9C	E8	A9	-1
892	a,Garangky's Guard Shaman\0	a,	9C	E8	A9	-1
893	a,Garangky's Guard\0	a,	9C	E8	A9	-1
894	a,Gorgolos\0	a,	9C	E8	A9	-1
895	a,Cursed Souls\0	a,	9C	E8	A9	-1
896	a,Last Titan Utenus\0	a,	9C	E8	A9	-1
897	a,Utenus' Guard\0	a,	9C	E8	A9	-1
898	a,Grave Robber Kim\0	a,	9C	E8	A9	-1
899	a,Kim's Gang\0	a,	9C	E8	A9	-1
900	a,Ghost Knight Kabed\0	a,	9C	E8	A9	-1
901	a,Kabed's Soldiers\0	a,	9C	E8	A9	-1
902	a,Priest of Shilen, Hisilrome\0	a,	9C	E8	A9	-1
903	a,Hisilrome's Servitor\0	a,	9C	E8	A9	-1
904	a,Magician Kenishee\0	a,	9C	E8	A9	-1
905	a,Kenishee's Servitor\0	a,	9C	E8	A9	-1
906	a,Zaken's Chief Mate Tillion\0	a,	9C	E8	A9	-1
907	a,Tilion's Inferiors\0	a,	9C	E8	A9	-1
908	a,Tilion's Bat\0	a,	9C	E8	A9	-1
909	a,Water Spirit Lian\0	a,	9C	E8	A9	-1
910	a,Lian's Water Spirit\0	a,	9C	E8	A9	-1
911	a,Gwindorr\0	a,	9C	E8	A9	-1
912	a,Gwindorr's Snake\0	a,	9C	E8	A9	-1
913	a,Eva's Spirit Niniel\0	a,	9C	E8	A9	-1
914	a,Niniel's Spirits\0	a,	9C	E8	A9	-1
915	a,Pingolpin\0	a,	9C	E8	A9	-1
916	a,Fafurion's Envoy\0	a,	9C	E8	A9	-1
917	a,Istary\0	a,Fafurion's Subordinates\0	9C	E8	A9	-1
