nbr	zone_color_id	x_world_grid	y_world_grid	top_z	bottom_z	zone_name	coords?[0]	coords?[1]	coords?[2]	coords?[3]	coords?[4]	coords?[5]	unk02	map	dupa
206	245	25	11	30000.00000000	-30000.00000000	u,Восточные Рудники\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
207	245	25	12	30000.00000000	-30000.00000000	u,Восточные Рудники\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
208	244	23	24	30000.00000000	-30000.00000000	u,Пляж Аллигаторов\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
209	244	24	18	30000.00000000	-30000.00000000	u,Равнины Славы\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
210	243	24	17	30000.00000000	-30000.00000000	u,Поле Брани\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
211	243	25	17	30000.00000000	-30000.00000000	u,Поле Брани\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
212	245	24	18	30000.00000000	-30000.00000000	u,Равнины Неистовства\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
213	245	25	18	30000.00000000	-30000.00000000	u,Равнины Неистовства\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
214	244	23	21	30000.00000000	-30000.00000000	u,Сад Цветов Горгон\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
215	244	23	22	30000.00000000	-30000.00000000	u,Сад Цветов Горгон\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
216	245	22	21	30000.00000000	-30000.00000000	u,Укрепление Бреки\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
217	245	22	22	30000.00000000	-30000.00000000	u,Укрепление Бреки\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
218	244	17	20	30000.00000000	-30000.00000000	u,Гнездо Пауков\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
219	244	18	20	30000.00000000	-30000.00000000	u,Гнездо Пауков\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
220	251	18	19	30000.00000000	-30000.00000000	u,Холм Черного Камня\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
221	251	18	20	30000.00000000	-30000.00000000	u,Холм Черного Камня\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
222	251	19	19	30000.00000000	-30000.00000000	u,Холм Черного Камня\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
223	251	19	20	30000.00000000	-30000.00000000	u,Холм Черного Камня\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
224	244	19	18	30000.00000000	-30000.00000000	u,Сад Шилен\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
225	244	20	18	30000.00000000	-30000.00000000	u,Сад Шилен\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
226	244	21	18	30000.00000000	-30000.00000000	u,Сад Шилен\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
227	245	18	20	30000.00000000	-30000.00000000	u,Жертвенный Лес\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
228	245	19	20	30000.00000000	-30000.00000000	u,Жертвенный Лес\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
229	244	19	21	30000.00000000	-30000.00000000	u,Охотничьи Угодья Зла\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
230	244	20	21	30000.00000000	-30000.00000000	u,Охотничьи Угодья Зла\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
231	244	22	19	30000.00000000	-30000.00000000	u,Застава Тимак\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
232	244	22	20	30000.00000000	-30000.00000000	u,Застава Тимак\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
233	245	22	17	30000.00000000	-30000.00000000	u,Лес Разбойников\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
234	245	22	18	30000.00000000	-30000.00000000	u,Лес Разбойников\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
235	245	23	17	30000.00000000	-30000.00000000	u,Лес Разбойников\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
236	245	23	18	30000.00000000	-30000.00000000	u,Лес Разбойников\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
237	253	23	20	30000.00000000	-30000.00000000	u,Долина Охотников\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
238	244	22	18	30000.00000000	-30000.00000000	u,Лес Зла\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
239	253	22	18	30000.00000000	-30000.00000000	u,Кратер Башни Слоновой Кости\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
240	255	22	18	-4633.00000000	-30000.00000000	u,Кратер Башни Слоновой Кости\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
241	244	20	23	30000.00000000	-30000.00000000	u,Равнины Диона\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
242	245	20	22	30000.00000000	-30000.00000000	u,Угодья Флорана\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
243	245	20	23	30000.00000000	-30000.00000000	u,Угодья Флорана\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
244	243	20	22	30000.00000000	-30000.00000000	u,Холмы Диона\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
245	243	21	22	30000.00000000	-30000.00000000	u,Холмы Диона\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
246	245	19	22	30000.00000000	-30000.00000000	u,Поместье Виндавуд\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
247	245	19	23	30000.00000000	-30000.00000000	u,Поместье Виндавуд\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
248	245	19	24	30000.00000000	-30000.00000000	u,Застава Гноллов\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
249	245	17	20	30000.00000000	-30000.00000000	u,Охотничьи Угодья Фельмер\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
250	245	17	21	30000.00000000	-30000.00000000	u,Охотничьи Угодья Фельмер\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
251	245	18	21	30000.00000000	-30000.00000000	u,Охотничьи Угодья Фельмер\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
252	251	18	21	30000.00000000	-30000.00000000	u,Вход в Руины\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
253	251	18	22	30000.00000000	-30000.00000000	u,Вход в Руины\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
254	251	19	22	30000.00000000	-30000.00000000	u,Вход в Руины\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
255	244	17	22	30000.00000000	-30000.00000000	u,Холм Ветряных Мельниц\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
256	244	17	23	30000.00000000	-30000.00000000	u,Холм Ветряных Мельниц\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
257	244	18	22	30000.00000000	-30000.00000000	u,Холм Ветряных Мельниц\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
258	244	18	23	30000.00000000	-30000.00000000	u,Холм Ветряных Мельниц\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
259	244	16	24	30000.00000000	-30000.00000000	u,Говорящий Остров (север)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
260	244	16	25	30000.00000000	-30000.00000000	u,Говорящий Остров (север)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
261	244	16	26	30000.00000000	-30000.00000000	u,Говорящий Остров (север)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
262	245	17	24	30000.00000000	-30000.00000000	u,Говорящий Остров (восток)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
263	245	17	25	30000.00000000	-30000.00000000	u,Говорящий Остров (восток)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
264	245	17	26	30000.00000000	-30000.00000000	u,Говорящий Остров (восток)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
265	245	18	25	30000.00000000	-30000.00000000	u,Говорящий Остров (восток)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
266	245	18	26	30000.00000000	-30000.00000000	u,Говорящий Остров (восток)\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
267	251	20	23	30000.00000000	-30000.00000000	u,Арена Диона\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
268	16	0	0	30000.00000000	-30000.00000000	u,Земли Годдарда\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
269	255	24	16	30000.00000000	-30000.00000000	u,Годдард\0	1565	1038	140256	-64320	1024	1024	0.05000000	a,map_godard_castle_town\0	0
270	254	24	16	30000.00000000	-30000.00000000	u,Замок Годдард\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
271	253	24	16	30000.00000000	-30000.00000000	u,Сад Чудовищ\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
272	255	24	14	30000.00000000	-30000.00000000	u,Горячие Источники\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
273	254	25	14	-1910.00000000	-4268.00000000	u,Кузница Богов, Верхний Уровень\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
274	254	25	14	-4270.00000000	-300000.00000000	u,Кузница Богов, Нижний Уровень\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
275	254	25	14	30000.00000000	-1900.00000000	u,Зал Пламени\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
276	254	26	14	30000.00000000	-30000.00000000	u,Логово Валакаса\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
277	255	24	15	30000.00000000	-30000.00000000	u,Застава Орков Кетра\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
278	255	25	15	30000.00000000	-30000.00000000	u,Гробница Императоров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
279	247	25	15	30000.00000000	-4400.00000000	u,Гробница Императоров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
280	254	25	15	30000.00000000	-30000.00000000	u,Храм Паломников\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
281	252	25	15	30000.00000000	-30000.00000000	u,Гробница Завоевателей\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
282	251	25	15	30000.00000000	-30000.00000000	u,Гробница Правителей\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
283	249	25	15	-5600.00000000	-30000.00000000	u,Гробница Великих Мудрецов\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
284	250	25	15	-5600.00000000	-30000.00000000	u,Гробница Судей\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
285	247	25	15	-5600.00000000	-30000.00000000	u,Гробница Судей\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
286	253	25	15	30000.00000000	-30000.00000000	u,Четыре Гробницы\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
287	255	25	16	30000.00000000	-30000.00000000	u,Стена Аргоса\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
288	254	25	16	30000.00000000	-30000.00000000	u,Усыпальница Верности\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
289	255	23	16	30000.00000000	-30000.00000000	u,Лагерь Фавнов Варка\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
290	17	0	0	30000.00000000	-30000.00000000	u,Земли Руны\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
291	254	21	16	30000.00000000	-30000.00000000	u,Руна\0	1016	1062	29760	-55808	1024	1024	0.05000000	a,map_rune_village\0	0
292	253	21	16	30000.00000000	-30000.00000000	u,Гавань Руны\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
293	253	21	15	30000.00000000	-30000.00000000	u,Водопад Хвост Ветра\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
294	255	21	15	30000.00000000	-30000.00000000	u,Ферма Диких Зверей\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
295	254	22	15	30000.00000000	-30000.00000000	u,Долина Святых\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
296	254	21	15	30000.00000000	-30000.00000000	u,Долина Святых\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
297	254	23	15	30000.00000000	-30000.00000000	u,Долина Святых\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
298	255	21	16	30000.00000000	-30000.00000000	u,Лес Неупокоенных\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
299	253	22	16	30000.00000000	-3490.00000000	u,Болото Криков\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
300	253	22	15	30000.00000000	-3490.00000000	u,Болото Криков\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
301	253	23	16	30000.00000000	-3490.00000000	u,Болото Криков\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
302	252	23	16	30000.00000000	-30000.00000000	u,Ущелье Дьявола\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
303	249	16	12	30000.00000000	-30000.00000000	u,Разлом Между Мирами\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
304	255	25	14	30000.00000000	-30000.00000000	u,Кузница Богов, Верхний Уровень\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
305	255	25	20	30000.00000000	-30000.00000000	u,Лес Зеркал\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
306	253	19	23	-3700.00000000	-30000.00000000	u,Муравьиный Инкубатор\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
307	253	19	23	30000.00000000	-4400.00000000	u,Пустошь\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
308	251	21	21	30000.00000000	-30000.00000000	u,Долина Смерти\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
309	251	23	21	30000.00000000	-30000.00000000	u,Долина Смерти\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
310	252	21	16	30000.00000000	-30000.00000000	u,Проклятая Деревня\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
311	18	0	0	30000.00000000	-30000.00000000	u,Олимпийский Стадион\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
312	254	23	16	30000.00000000	-30000.00000000	u,Деревня Фавнов Варка\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
313	253	24	15	30000.00000000	-30000.00000000	u,Деревня Орков Кетра\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
314	254	23	21	30000.00000000	-30000.00000000	u,Академия Хардина\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
315	249	20	16	30000.00000000	-1300.00000000	u,Замок Руна\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
316	246	19	16	-5600.00000000	-30000.00000000	u,Языческий Храм\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
317	253	22	16	-3500.00000000	-30000.00000000	u,Гнездо Стакато\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
318	246	22	16	30000.00000000	-30000.00000000	u,Гнездо Стакато\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
319	246	23	15	-850.00000000	-30000.00000000	u,Монастырь Безмолвия\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
320	241	23	15	1000.00000000	-30000.00000000	u,Монастырь Безмолвия\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
321	244	25	15	-4500.00000000	-5500.00000000	u,Гробница Последнего Императора\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
322	254	24	14	30000.00000000	-30000.00000000	u,Дворец Радужных Источников\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
323	222	21	15	30000.00000000	-30000.00000000	u,Загон Диких Зверей\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
324	235	21	17	30000.00000000	-30000.00000000	u,Крепость Неупокоенных\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
325	239	22	13	30000.00000000	-30000.00000000	u,Замок Шутгарт\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
326	210	22	13	30000.00000000	-30000.00000000	u,Шутгарт\0	1268	605	77344	-147392	1024	1024	0.05000000	a,map_town_of_schuttgart\0	0
327	235	21	14	30000.00000000	-30000.00000000	u,Долина Лордов\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
328	249	23	12	30000.00000000	-30000.00000000	u,Проход к Рудникам\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
329	207	23	13	30000.00000000	-30000.00000000	u,Разграбленные Равнины\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
330	244	23	14	30000.00000000	-30000.00000000	u,Ледяной Лабиринт\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
331	247	23	14	30000.00000000	-30000.00000000	u,Замок Снежной Королевы\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
332	253	22	14	30000.00000000	-30000.00000000	u,Заброшенная Мастерская\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
333	231	22	14	30000.00000000	-30000.00000000	u,Проход Карона\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
334	218	22	14	30000.00000000	-30000.00000000	u,Логово Зла\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
335	251	21	14	30000.00000000	-30000.00000000	u,Склепы Позора\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
336	209	22	14	30000.00000000	-30000.00000000	u,Древняя Лаборатория\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
337	249	23	14	30000.00000000	-30000.00000000	u,Замерзшее Озеро\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
338	214	23	13	30000.00000000	-30000.00000000	u,Руины Воздушной Дороги\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
339	247	25	15	-4500.00000000	-5500.00000000	u,Гробница Последнего Императора\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
340	244	25	15	-5600.00000000	-30000.00000000	u,Гробница Великих Мудрецов\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
341	250	25	15	-4500.00000000	-5500.00000000	u,Гробница Последнего Императора\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
342	247	21	14	30000.00000000	-30000.00000000	u,Укрытие Грабителей Могил\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
343	247	23	13	30000.00000000	-30000.00000000	u,Железнодорожная Станция\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
345	207	23	12	30000.00000000	-30000.00000000	u,Разграбленные Равнины\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
346	255	20	14	29998.00000000	-3900.00000000	u,Земли Шутгарта\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
347	252	23	14	30000.00000000	-30000.00000000	u,Хижина Торговца Льдом\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
348	240	23	13	30000.00000000	-30000.00000000	u,Бандитская Твердыня\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
349	250	21	21	30000.00000000	-30000.00000000	u,Укрепление Партизан\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
350	247	23	17	30000.00000000	-30000.00000000	u,Западная Пограничная Застава\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
351	19	0	0	30000.00000000	-30000.00000000	u,Плато Бессмертия\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
352	20	0	0	30000.00000000	-30000.00000000	u,Горный Хребет\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
353	251	24	17	30000.00000000	-30000.00000000	u,Восточная Пограничная Застава\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
354	253	22	20	30000.00000000	-30000.00000000	u,Луга Небесной Тени\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
355	242	20	17	30000.00000000	-30000.00000000	u,Первобытная Равнина\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
356	253	20	17	30000.00000000	-30000.00000000	u,Затерянное Гнездо\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
357	254	20	17	30000.00000000	-30000.00000000	u,Первобытный Остров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
358	251	18	10	-5000.00000000	-30000.00000000	u,Катакомбы Еретиков\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
359	251	19	10	-5000.00000000	-30000.00000000	u,Катакомбы Отступников\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
360	251	20	10	-5000.00000000	-30000.00000000	u,Катакомбы Запретного Пути\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
361	246	20	17	30000.00000000	-30000.00000000	u,Пристань Первобытного Острова\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
362	250	20	17	30000.00000000	-30000.00000000	u,Логово Сэйлрена\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
364	21	20	25	30000.00000000	-30000.00000000	u,Остров Ада\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
365	255	20	25	30000.00000000	-30000.00000000	u,Стальная Цитадель\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
366	255	20	26	-5870.00000000	-10600.00000000	u,Стальная Цитадель\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
367	254	19	25	30000.00000000	-30000.00000000	u,Волшебные Мегалиты\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
368	253	19	25	30000.00000000	-30000.00000000	u,Затерянный Оазис\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
369	252	19	25	30000.00000000	-30000.00000000	u,Развалины Древнего Храма\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
370	251	19	25	30000.00000000	-30000.00000000	u,Песчаные Дюны\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
371	250	19	25	30000.00000000	-30000.00000000	u,Лагерь Каравана\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
372	249	19	25	30000.00000000	-30000.00000000	u,Каменоломни Ада\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
373	242	20	25	30000.00000000	-30000.00000000	u,Разоренные Земли\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
374	247	20	25	30000.00000000	-30000.00000000	u,Застава Стальной Цитадели\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
375	246	20	25	30000.00000000	-30000.00000000	u,Аномическая Литейная\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
376	245	20	25	30000.00000000	9500.00000000	u,Башня Вечности\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
377	244	20	25	30000.00000000	9500.00000000	u,Мастерская Тулли\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
378	243	20	25	30000.00000000	9500.00000000	u,Башня Найя\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
379	255	20	25	9500.00000000	-30000.00000000	u,Стальная Цитадель\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
380	255	20	25	9500.00000000	-30000.00000000	u,Стальная Цитадель\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
381	255	20	25	9500.00000000	-30000.00000000	u,Стальная Цитадель\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
383	22	23	22	30000.00000000	-30000.00000000	u,Кристальный Остров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
384	255	24	22	-11000.00000000	-13000.00000000	u,Хрустальный Лабиринт\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
385	255	24	22	30000.00000000	-11000.00000000	u,Кристальный Остров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
386	254	24	22	30000.00000000	-5000.00000000	u,Цветное Нагорье\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
387	253	24	23	-5750.00000000	-6210.00000000	u,Особняк Темного Облака\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
388	253	24	23	30000.00000000	-5750.00000000	u,Кристальный Остров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
389	252	24	23	30000.00000000	-5000.00000000	u,Коралловый Риф\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
390	251	24	23	30000.00000000	-1015.00000000	u,Парнас\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
391	251	24	23	-1015.00000000	-30000.00000000	u,Кристальный Остров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
392	253	24	22	-5000.00000000	-16000.00000000	u,Особняк Темного Облака\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
393	253	24	22	30000.00000000	-5000.00000000	u,Кристальный Остров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
394	250	24	22	-9000.00000000	-16000.00000000	u,Перламутровый Зал\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
395	250	24	22	30000.00000000	-9000.00000000	u,Кристальный Остров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
396	249	24	22	-7400.00000000	-16000.00000000	u,Огненный коридор\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
397	249	24	22	30000.00000000	-7400.00000000	u,Цветное Нагорье\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
398	246	24	22	-11000.00000000	-16000.00000000	u,Подводный Сад\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
399	246	24	22	30000.00000000	-10000.00000000	u,Кристальный Остров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
400	245	24	22	-14500.00000000	-16000.00000000	u,Подводный Сад\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
401	245	24	22	-9000.00000000	-13000.00000000	u,Перламутровый Зал\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
402	245	24	22	30000.00000000	-8500.00000000	u,Кристальный Остров\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
406	23	17	20	30000.00000000	-30000.00000000	u,Остров Душ: Дистопия\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
407	253	16	19	30000.00000000	-30000.00000000	u,Остров Душ\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
408	253	17	19	30000.00000000	-30000.00000000	u,Остров Душ\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
409	255	16	19	30000.00000000	-30000.00000000	u,Деревня Камаэль\0	251	1522	-127366	35800	1024	1024	0.05300000	a,map_kamael_village\0	0
410	255	17	19	-3650.00000000	-5400.00000000	u,Подземелье Норнил\0	406	1516	-94215	39750	1024	1024	0.04900000	a,dungeon_map_nornil_cave\0	0
411	255	17	19	30000.00000000	-3650.00000000	u,Лес Мимира\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
412	255	16	20	-6730.00000000	-15700.00000000	u,Сад Норнил\0	405	1600	-124450	71670	1024	1024	0.05000000	a,dungeon_map_nornil_garden\0	0
413	255	16	20	30000.00000000	-6730.00000000	u,Золотые Холмы\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
414	254	16	19	3300.00000000	-430.00000000	u,Пещера Душ\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
415	254	16	19	30000.00000000	3300.00000000	u,Остров Душ\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
416	254	16	19	-430.00000000	-30000.00000000	u,Остров Душ\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
417	252	16	19	30000.00000000	-30000.00000000	u,Лес Мимира\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
