id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
25311	u,Часовой Шадита\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25312	u,Командир Варка Мос\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25313	u,Советник Моса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25314	u,Страж Моса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25315	u,Глава Варка Хорус\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25316	u,Дух Воды Ашутар\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25317	u,Семья Ашутара\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25318	u,Семья Ашутара\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25319	u,Эмбер\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25320	u,Часовой Эмбера\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25321	u,Вестник Эмбера\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25322	u,Агент Демона Фальстон\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25323	u,Ученица Фальстона\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25324	u,Слуга Фальстона\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25325	u,Баракиэль\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25326	u,Ученик Баракиэля\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25327	u,Аколит Баракиэля\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25328	u,Айнхалдер фон Хельман\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25329	u,Виолетта\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25330	u,Керстин\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25331	u,Мина\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25332	u,Дориан\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25333	u,Анаказель\0	u,Лидер Захватчиков\0	3F	8B	FE	-1
25334	u,Анаказель\0	u,Лидер Захватчиков\0	3F	8B	FE	-1
25335	u,Анаказель\0	u,Лидер Захватчиков\0	3F	8B	FE	-1
25336	u,Анаказель\0	u,Лидер Захватчиков\0	3F	8B	FE	-1
25337	u,Анаказель\0	u,Лидер Захватчиков\0	3F	8B	FE	-1
25338	u,Анаказель\0	u,Лидер Захватчиков\0	3F	8B	FE	-1
25339	u,Тень Халиши\0	u,Загробный Правитель\0	3F	8B	FE	-1
25340	u,Рыцарь Тени\0	a,	3F	8B	FE	-1
25341	u,Рыцарь Тени\0	a,	3F	8B	FE	-1
25342	u,Тень Халиши\0	u,Загробный Правитель\0	3F	8B	FE	-1
25343	u,Рыцарь Тени\0	a,	3F	8B	FE	-1
25344	u,Рыцарь Тени\0	a,	3F	8B	FE	-1
25345	u,Рыцарь Тени\0	a,	3F	8B	FE	-1
25346	u,Тень Халиши\0	u,Загробный Правитель\0	3F	8B	FE	-1
25347	u,Рыцарь Тени\0	a,	3F	8B	FE	-1
25348	u,Рыцарь Тени\0	a,	3F	8B	FE	-1
25349	u,Тень Халиши\0	u,Загробный Правитель\0	3F	8B	FE	-1
25350	u,Рыцарь Тени\0	a,	3F	8B	FE	-1
25351	u,Рыцарь Тени\0	a,	3F	8B	FE	-1
25352	u,Гигантский Пустырный Василиск\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25353	u,Гигантский Пустырный Василиск\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25354	u,Повелитель Горгулий Сирокко\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25355	u,Горгулья Сирокко\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25356	u,Страж Сирокко\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25357	u,Вожак Трусливых Крысолюдов\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25358	u,Страж Трусливых Крысолюдов\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25359	u,Жрец Трусливых Крысолюдов\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25360	u,Тигровый Шершень\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25361	u,Желтый Шершень\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25362	u,Главарь Охотников Шарук\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25363	u,Следопыт Шарука\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25364	u,Зверолов Шарука\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25365	u,Патриарх Куроборос\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25366	u,Жрец Куробороса\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25367	u,Последователь Куробороса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25368	u,Ученик Куробороса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25369	u,Собиратель Душ\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25370	u,Трупоед\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25371	u,Пожиратель Внутренностей\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25372	u,Отверженный Стражник\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25373	u,Герольд Дагониэля Малекс\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25374	u,Летун Бездны\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25375	u,Повелитель Зомби Фаракелсус\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25376	u,Зомби Воин Фаракелсуса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25377	u,Зомби Жрец Фаракелсуса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25378	u,Зверь Безумия\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25379	u,Зверь Слабоумия\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25380	u,Герольд Икара Кайша\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25381	u,Летящий Кошмар\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25382	u,Летящий Враг\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25383	u,Призрак Сэра Калибуса\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25384	u,Служитель Калибуса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25385	u,Беспокойный Злой Дух\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25386	u,Призрак Земли Казненных\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25387	u,Злой Дух Земли Казненных\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25388	u,Красноглазый Капитан Тракиа\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25389	u,Красноглазый Стрелок\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25390	u,Красноглазый Страж\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25391	u,Посланец Нурки\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25392	u,Капитан Королевской Стражи\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25393	u,Элитный Болотный Стакато\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25394	u,Премо Прайм\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25395	u,Сусцептор Архонт\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25396	u,Сусцептор Кузион\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25397	u,Сусцептор Густос\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25398	u,Глаз Белефа\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25399	u,Ученик Наблюдателя\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25400	u,Миньон Наблюдателя\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25401	u,Скайла\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25402	u,Прислужник Скайла\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25403	u,Последователь Скайла\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25404	u,Капитан Корсаров Килон\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25405	u,Пират Килона\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25406	u,Товарищ Килона\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25407	u,Лорд Ишка\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25408	u,Элитный Офицер Ишки\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25409	u,Элитный Солдат Ишки\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25410	u,Главарь Придорожных Падальщиков\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25411	u,Оруженосец Придорожных Падальщиков\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25412	u,Королевский Некростраж\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25413	u,Некростраж Стрелок\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25414	u,Некростраж Солдат\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25415	u,Накондас\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25416	u,Невольник Накондаса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25417	u,Раб Накондаса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25418	u,Грозный Мститель Крейвен\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25419	u,Грозная Пантера\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25420	u,Служанка Орфена\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25421	u,Эскорт Трисалим\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25422	u,Миньон Трухлявого Дерева\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25423	u,Королева Фей Тиминиэль\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25424	u,Королевский Страж Тиминиэль\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25425	u,Капитан Королевской Стражи Тиминиэль\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25426	u,Предатель Уруту Фреки\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25427	u,Кровопийца Фреки\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25428	u,Дикий Медведь Фреки\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25429	u,Коллекционер Маммона Талос\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25430	u,Соратник Талоса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25431	u,Раскаленный Голем\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25432	u,Элементаль Огня\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25433	u,Элементаль Искры\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25434	u,Барда Главарь Банды\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25435	u,Бандит Барды\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25436	u,Шаман Барды\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25437	u,Орк Тимак Госмос\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25438	u,Вор Келбар\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25439	u,Прислужник Келбара\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25440	u,Чародей Келбара\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25441	u,Злой Дух Сирион\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25442	u,Ужасная Лесная Тварь\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25443	u,Гнев Леса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25444	u,Враждебный Призрак Рамдал\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25445	u,Враждебный Призрак\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25446	u,Враждебный Стрелок\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25447	u,Бессмертный Спаситель Мадрил\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25448	u,Бессмертный Спаситель\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25449	u,Бессмертный Проводник\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25450	u,Херувим Галаксия\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25451	u,Страж Галаксии\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25452	u,Посланник Ангела\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25453	u,Минас Анор\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25454	u,Болотная Виверна\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25455	u,Болотный Суккуб\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25456	u,Зеркало Забвения\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25457	u,Осколок Забвения\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25458	u,Тень Забвения\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25459	u,Осколок Забвения\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25460	u,Мертвец Эрив\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25461	u,Рыцарь Эрива\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25462	u,Сквайр Эрива\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25463	u,Стражник Харита Гаранки\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25464	u,Капитан Стражи Гаранки\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25465	u,Шаман Стражи Гаранки\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25466	u,Страж Гаранки\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25467	u,Горголос\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25468	u,Проклятая Жизнь\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25469	u,Проклятая Душа\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25470	u,Последний Гигант Утенус\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25471	u,Чародей Утенуса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25472	u,Страж Утенуса\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25473	u,Расхититель Могил Ким\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25474	u,Бандит Кима\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25475	u,Призрачный Рыцарь Кабед\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25476	u,Солдат Кабеда\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25477	u,Стрелок Кабеда\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25478	u,Хисилром Жрец Шилен\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25479	u,Служитель Хисилрома\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25480	u,Миньон Хисилрома\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25481	u,Маг Кениши\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25482	u,Тень Кениши\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25483	u,Фантом Кениши\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25484	u,Тилион Первый Помощник Закена\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25485	u,Подчиненный Тилиона\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25486	u,Летучая Мышь Телиона\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25487	u,Дух Воды Лиан\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25488	u,Дух Гильдора\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25489	u,Стражник Гильдора\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25490	u,Гвиндорр\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25491	u,Страж Гвиндорра\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25492	u,Последователь Гвиндорра\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25493	u,Ниниэль Дух Евы\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25494	u,Дух Ниниэль\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25495	u,Дух Ниниэль\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25496	u,Посланник Фафуриона Пинголпин\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25497	u,Посланник Фафуриона\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25498	u,Оруженосец Фафуриона Истари\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25499	u,Аллигатор Истари\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25500	u,Аллигатор Истари\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25501	u,Босс Аката\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25502	u,Разбойник Аката\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25503	u,Лакей Аката\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25504	u,Мстительный Дух Нелли\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25505	u,Последователь Нелли\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25506	u,Грабитель Раито\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25507	u,Оруженосец Раито\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25508	u,Оруженосец Раито\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25509	u,Темный Шаман Фаранги\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25510	u,Отпрыск Фаранги\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25511	u,Миньон Фаранги\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25512	u,Гигантский Голем Хаоса\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25514	u,Королева Шиид\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25515	u,Шипастый Стакато\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25516	u,Шипастый Стакато\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25523	u,Чумной Голем\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25524	u,Гигант из Горящего Камня\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25525	u,Дух Огня\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25526	u,Энергетический Дух\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25527	u,Урука\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25528	u,Тиберий\0	u,Главный Инспектор\0	3F	8B	FE	-1
25529	u,Страж Сада\0	u,Вице Инспектор\0	3F	8B	FE	-1
25530	u,Страж Сада\0	u,Вице Инспектор\0	3F	8B	FE	-1
25531	u,Дарнель\0	u,Королева Площади\0	3F	8B	FE	-1
25532	u,Кечи\0	u,Огненный Рыцарь\0	3F	8B	FE	-1
25533	u,Оруженосец Кечи\0	a,	3F	8B	FE	-1
25534	u,Слеза\0	u,Лед\0	3F	8B	FE	-1
25535	u,Слеза\0	u,Лед\0	3F	8B	FE	-1
25536	u,Ганнибал\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25537	u,Вражда\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25538	u,Месть\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25539	u,Тайфун\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25540	u,Принц Демонов\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25541	u,Демон\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25542	u,Ранку\0	u,Рейдовый Босс\0	3F	8B	FE	-1
25543	u,Эйдолон\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25544	u,Тулли\0	u,Стальная Цитадель\0	3F	8B	FE	-1
25545	u,Баньши Тулли\0	u,Рейдовый Боец\0	3F	8B	FE	-1
25546	u,Предательница Рианна\0	u,Покинутый Заключенный\0	3F	8B	FE	-1
25547	u,Эскорт Рианны\0	a,	3F	8B	FE	-1
25548	u,Целитель Рианны\0	a,	3F	8B	FE	-1
25549	u,Мошенник Тесла\0	u,Покинутый Заключенный\0	3F	8B	FE	-1
25550	u,Ученик Теслы\0	a,	3F	8B	FE	-1
25551	u,Герольд Теслы\0	a,	3F	8B	FE	-1
25552	u,Охотник за Душами Чакундел\0	u,Покинутый Заключенный\0	3F	8B	FE	-1
25553	u,Дуранго Крушитель\0	u,Покинутый Заключенный\0	3F	8B	FE	-1
25554	u,Упрямый Брутус\0	u,Покинутый Заключенный\0	3F	8B	FE	-1
25555	u,Правая Рука Брутуса\0	a,	3F	8B	FE	-1
25556	u,Левая Рука Брутуса\0	a,	3F	8B	FE	-1
25557	u,Дерево Каранкава\0	u,Покинутый Заключенный\0	3F	8B	FE	-1
25558	u,Корень Каранкавы\0	a,	3F	8B	FE	-1
25559	u,Цветок Каранкавы\0	a,	3F	8B	FE	-1
25560	u,Безумный Саргон\0	u,Покинутый Заключенный\0	3F	8B	FE	-1
25561	u,Спутник Саргона\0	a,	3F	8B	FE	-1
25562	u,Сквайр Саргона\0	a,	3F	8B	FE	-1
25563	u,Прекрасная Атриэль\0	u,Покинутый Заключенный\0	3F	8B	FE	-1
25564	u,Последователь Атриэль\0	a,	3F	8B	FE	-1
25565	u,Миньон Атриэль\0	a,	3F	8B	FE	-1
25566	u,Наген Сорванец\0	u,Покинутый Заключенный\0	3F	8B	FE	-1
25567	u,Соратник Нагена\0	a,	3F	8B	FE	-1
25568	u,Друг Нагена\0	a,	3F	8B	FE	-1
25569	u,Джакс Разрушитель\0	u,Покинутый Заключенный\0	3F	8B	FE	-1
25570	u,Стражник Джакса\0	a,	3F	8B	FE	-1
25571	u,Налетчик Джакса\0	a,	3F	8B	FE	-1
25572	u,Хагер Преступник\0	u,Покинутый Житель\0	3F	8B	FE	-1
25573	u,Оруженосец Хагера\0	a,	3F	8B	FE	-1
25574	u,Телохранитель Хагера\0	a,	3F	8B	FE	-1
25575	u,Всевидящий Ранго\0	u,Покинутый Житель\0	3F	8B	FE	-1
25576	u,Ирис Ранго\0	a,	3F	8B	FE	-1
25577	u,Хрусталик Ранго\0	a,	3F	8B	FE	-1
25578	u,Джакард\0	u,Покинутый Житель\0	3F	8B	FE	-1
25579	u,Хельсинг\0	u,Покинутый Житель\0	3F	8B	FE	-1
25580	u,Страж Хельсинг\0	a,	3F	8B	FE	-1
25581	u,Ассасин Хельсинг\0	a,	3F	8B	FE	-1
25582	u,Гилиэн\0	u,Покинутый Житель\0	3F	8B	FE	-1
25583	u,Дочь Гилиэн\0	a,	3F	8B	FE	-1
25584	u,Спутник Гилиэн\0	a,	3F	8B	FE	-1
25585	u,Медичи\0	u,Покинутый Житель\0	3F	8B	FE	-1
25586	u,Сестра Медичи\0	a,	3F	8B	FE	-1
25587	u,Брат Медичи\0	a,	3F	8B	FE	-1
25588	u,Бессмертный Муус\0	u,Покинутый Житель\0	3F	8B	FE	-1
25589	u,Изгнанник Бранд\0	u,Покинутый Житель\0	3F	8B	FE	-1
25590	u,Камергер Бранда\0	a,	3F	8B	FE	-1
25591	u,Слуга Бранда\0	a,	3F	8B	FE	-1
25592	u,Командир Коениг\0	u,Покинутый Житель\0	3F	8B	FE	-1
25593	u,Охотник Герг\0	u,Покинутый Житель\0	3F	8B	FE	-1
25594	u,Последователь Герга\0	a,	3F	8B	FE	-1
25595	u,Оруженосец Герга\0	a,	3F	8B	FE	-1
25596	u,Служитель Окуляра\0	a,	9C	E8	A9	-1
25597	u,Хеурэль\0	a,	9C	E8	A9	-1
25598	u,Геги\0	a,	9C	E8	A9	-1
25599	u,Иглас\0	a,	9C	E8	A9	-1
25600	u,Теменир\0	u,Претендент Дариона\0	9C	E8	A9	-1
25601	u,Драксиус\0	u,Претендент Дариона\0	9C	E8	A9	-1
25602	u,Кирецена\0	u,Претендент Дариона\0	9C	E8	A9	-1
25603	u,Дарион\0	a,	9C	E8	A9	-1
25604	u,Эльпи Мутант\0	u,Создание Найи\0	9C	E8	A9	-1
25605	u,Спора Найи\0	a,	9C	E8	A9	-1
25606	u,Спора Найи\0	a,	9C	E8	A9	-1
25607	u,Спора Найи\0	a,	9C	E8	A9	-1
25608	u,Спора Найи\0	a,	9C	E8	A9	-1
25609	u,Эпидос\0	u,Служитель Найи\0	9C	E8	A9	-1
25610	u,Эпидос\0	u,Служитель Найи\0	9C	E8	A9	-1
25611	u,Эпидос\0	u,Служитель Найи\0	9C	E8	A9	-1
25612	u,Эпидос\0	u,Служитель Найи\0	9C	E8	A9	-1
25613	u,Спора Найи\0	a,	9C	E8	A9	-1
25614	u,Блуждающий Призрак\0	a,	9C	E8	A9	-1
25615	u,Блуждающий Призрак\0	a,	9C	E8	A9	-1
25616	u,Надзиратель Лабиринта\0	a,	9C	E8	A9	-1
25617	u,Надзиратель Лабиринта\0	a,	9C	E8	A9	-1
25618	u,Надзиратель Лабиринта\0	a,	9C	E8	A9	-1
25619	u,Надзиратель Лабиринта\0	a,	9C	E8	A9	-1
25620	u,Надзиратель Лабиринта\0	a,	9C	E8	A9	-1
25621	u,Надзиратель Лабиринта\0	a,	9C	E8	A9	-1
25622	u,Надзиратель Лабиринта\0	a,	9C	E8	A9	-1
25623	u,Валдстоун\0	u,Искусный Наездник\0	9C	E8	A9	-1
25624	u,Лок\0	u,Король Птиц\0	9C	E8	A9	-1
25625	u,Энира\0	u,Королева Баньш\0	9C	E8	A9	-1
25626	u,Диус\0	u,Вестник Разрушения\0	9C	E8	A9	-1
25627	u,Ястреб-Мутант\0	u,Слуга Королевы\0	9C	E8	A9	-1
25628	u,Драхоук\0	u,Слуга Королевы\0	9C	E8	A9	-1
25629	u,Летающий Скелет\0	u,Дух Эниры\0	9C	E8	A9	-1
25630	u,Летающий Зомби\0	u,Дух Эниры\0	9C	E8	A9	-1
25631	u,Крылатый Дрейк\0	u,Силы Разрушения\0	9C	E8	A9	-1
25632	u,Драк\0	u,Силы Разрушения\0	9C	E8	A9	-1
25633	u,Элитный Наездник\0	u,Охрана Валдстоуна\0	9C	E8	A9	-1
25634	u,Кохеменес\0	u,Двулик\0	9C	E8	A9	-1
25635	u,Арджегунт\0	u,Бездушный\0	9C	E8	A9	-1
25636	u,Небесная Возница Душ\0	a,	9C	E8	A9	-1
25637	u,Карфенчар\0	u,Лжепророк\0	9C	E8	A9	-1
25638	u,Ромерохив\0	u,Беспамятный\0	9C	E8	A9	-1
25639	u,Хичикашк\0	u,Смертная Плоть\0	9C	E8	A9	-1
25640	u,Фридгилла\0	u,Сила Ночи\0	9C	E8	A9	-1
25641	u,Йохан Кравенизард\0	u,Вампир\0	9C	E8	A9	-1
25642	u,Йохан Жакшван\0	u,Темный Хранитель\0	9C	E8	A9	-1
25643	u,Древний Разведчик\0	u,Рейдовый Босс\0	9C	E8	A9	-1
25644	u,Древний Костолом\0	u,Рейдовый Босс\0	9C	E8	A9	-1
25645	u,Древний Жнец Душ\0	u,Рейдовый Босс\0	9C	E8	A9	-1
25646	u,Древняя Возница Душ\0	u,Рейдовый Босс\0	9C	E8	A9	-1
25647	u,Древний Рыцарь Смерти\0	u,Рейдовый Босс\0	9C	E8	A9	-1
25648	u,Древний Рыцарь Смерти\0	u,Рейдовый Босс\0	9C	E8	A9	-1
25649	u,Древний Вестник Смерти\0	u,Рейдовый Босс\0	9C	E8	A9	-1
25650	u,Древний Вестник Смерти\0	u,Рейдовый Босс\0	9C	E8	A9	-1
25651	u,Древний Пророк\0	u,Рейдовый Босс\0	9C	E8	A9	-1
25652	u,Древний Пророк\0	u,Рейдовый Босс\0	9C	E8	A9	-1
25653	u,Разведчик Канадиса\0	u,Завоеватели\0	9C	E8	A9	-1
25654	u,Разведчик Канадиса\0	u,Завоеватели\0	9C	E8	A9	-1
25655	u,Разведчик Канадиса\0	u,Завоеватели\0	9C	E8	A9	-1
25656	u,Фанатик Канадиса\0	a,	9C	E8	A9	-1
25657	u,Фанатик Канадиса\0	a,	9C	E8	A9	-1
25658	u,Фанатик Канадиса\0	a,	9C	E8	A9	-1
25659	u,Пророк Канадиса\0	u,Завоеватели\0	9C	E8	A9	-1
25660	u,Пророк Канадиса\0	u,Завоеватели\0	9C	E8	A9	-1
